,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
174,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2023-10-29 15:01:23.000,2023-09-07 20:35:16,182.0,4.0,41.0,5.0,108.0,28.0,27.0,503.0,,,,12.0,24,True,,interrogate,,,5344.0,5344.0,https://pypi.org/project/interrogate,92889.0,92889.0,,,,3.0,,,,,,,,,,,,,,,,,,,
175,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2023-08-19 21:30:00.000,2023-08-19 21:19:39,96.0,3.0,29.0,7.0,17.0,15.0,55.0,372.0,2023-08-19 21:31:54.000,2.9.2,24.0,7.0,24,True,,mkdocs-awesome-pages-plugin,,['mkdocs'],3373.0,3373.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,164343.0,164343.0,,,,3.0,,,,,,,,,,,,,,,,,,,
176,baron,PyCQA/baron,refactoring,"IDE allow you to refactor code, Baron allows you to write refactoring code.",,https://github.com/PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000,2021-12-09 03:34:37.000,2021-12-09 03:33:22,1505.0,,52.0,15.0,100.0,46.0,30.0,282.0,2021-12-09 03:33:32.000,0.10.1,21.0,33.0,24,False,,baron,,,382.0,323.0,https://pypi.org/project/baron,60606.0,60606.0,,,,3.0,2021-12-09 03:33:32.000,59.0,,,,,,,,,,,,,,,,,
177,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/realpython/pytest-mypy,https://github.com/realpython/pytest-mypy,MIT,2016-09-29 14:39:23.000,2023-07-16 21:30:01.000,2023-05-08 06:33:29,274.0,,33.0,9.0,97.0,10.0,53.0,232.0,2022-12-18 18:46:32.000,0.10.3,13.0,16.0,24,True,realpython/pytest-mypy,pytest-mypy,conda-forge/pytest-mypy,['pytest'],3756.0,3756.0,https://pypi.org/project/pytest-mypy,326102.0,328099.0,https://anaconda.org/conda-forge/pytest-mypy,2023-06-16 19:18:02.883,89877.0,3.0,,,,,,,,,,,,,,,,,,,
178,eradicate,myint/eradicate,refactoring,Removes commented-out code from Python files.,,https://github.com/PyCQA/eradicate,https://github.com/PyCQA/eradicate,,2012-12-23 04:39:48.000,2023-06-12 14:15:35.396,2023-06-12 09:19:41,183.0,,23.0,5.0,25.0,7.0,16.0,190.0,2023-06-09 06:29:34.000,2.3.0,4.0,13.0,24,False,PyCQA/eradicate,eradicate,conda-forge/eradicate,,14607.0,14607.0,https://pypi.org/project/eradicate,662487.0,662799.0,https://anaconda.org/conda-forge/eradicate,2023-06-12 14:15:35.396,9688.0,3.0,,,,,,,,,,,,,,,,,,,
179,flake8-black,peterjc/flake8-black,linters,flake8 plugin to run black for checking Python coding style.,,https://github.com/peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2023-10-02 17:14:18.000,2023-10-02 17:14:17,169.0,4.0,10.0,2.0,53.0,6.0,23.0,162.0,,,12.0,10.0,24,True,,flake8-black,conda-forge/flake8-black,['flake8'],7304.0,7304.0,https://pypi.org/project/flake8-black,870221.0,878824.0,https://anaconda.org/conda-forge/flake8-black,2023-06-16 16:15:31.454,456004.0,3.0,,,,,,,,,,,,,,,,,,,
180,pandas-vet,deppen8/pandas-vet,linters,A plugin for Flake8 that checks pandas code.,,https://github.com/deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2023-08-11 17:41:30.000,2023-08-11 15:07:51,233.0,44.0,17.0,6.0,83.0,10.0,41.0,160.0,2023-08-11 15:10:29.000,2023.8.2,7.0,14.0,24,True,,pandas-vet,conda-forge/pandas-vet,['flake8'],405.0,405.0,https://pypi.org/project/pandas-vet,34771.0,35572.0,https://anaconda.org/conda-forge/pandas-vet,2023-08-11 17:40:05.281,16800.0,3.0,,,71.0,,,,,,,,,,,,,,,,
181,pytkdocs,mkdocstrings/pytkdocs,documentation,Load Python objects documentation.,,https://github.com/mkdocstrings/pytkdocs,https://github.com/mkdocstrings/pytkdocs,ISC,2020-02-04 21:18:34.000,2023-06-16 19:23:18.580,2022-03-07 18:48:36,240.0,,33.0,3.0,45.0,21.0,80.0,48.0,2022-03-07 18:50:03.302,0.16.1,26.0,23.0,24,False,,pytkdocs,conda-forge/pytkdocs,,1327.0,1316.0,https://pypi.org/project/pytkdocs,79326.0,81936.0,https://anaconda.org/conda-forge/pytkdocs,2023-06-16 19:23:18.580,96591.0,3.0,2022-03-07 18:50:03.302,11.0,,,,,,,,,,,,,,,,,
182,pynsist,takluyver/pynsist,packaging,Build Windows installers for Python applications.,,https://github.com/takluyver/pynsist,https://github.com/takluyver/pynsist,MIT,2014-03-30 19:11:21.000,2022-11-04 09:45:28.000,2022-04-21 14:15:55,556.0,,124.0,33.0,90.0,32.0,144.0,853.0,2020-07-03 08:11:24.000,2.5.1,22.0,30.0,23,False,,pynsist,,,255.0,205.0,https://pypi.org/project/pynsist,1822.0,1822.0,,,,3.0,2022-03-21 11:44:22.000,50.0,,,,,,,,,,,,,,,,,
183,python-devtools,samuelcolvin/python-devtools,logging,Dev tools for python.,,https://github.com/samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000,2023-10-29 16:48:19.000,2023-09-03 16:50:32,132.0,9.0,37.0,11.0,94.0,12.0,39.0,841.0,2023-09-03 16:53:31.000,0.12.2,18.0,12.0,23,True,,python-devtools,conda-forge/python-devtools,,1824.0,1824.0,https://pypi.org/project/python-devtools,708.0,1334.0,https://anaconda.org/conda-forge/python-devtools,2023-09-06 00:26:02.432,19432.0,3.0,,,,,,,,,,,,,,,,,,,
184,pycco,pycco-docs/pycco,documentation,Literate-style documentation generator.,,https://github.com/pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2023-06-12 20:15:00.000,2019-12-20 19:59:49,222.0,,149.0,16.0,66.0,32.0,28.0,835.0,2018-07-25 01:44:55.232,0.6.0,11.0,36.0,23,False,,pycco,,,430.0,315.0,https://pypi.org/project/pycco,2486.0,2486.0,,,,3.0,2016-06-04 18:49:28.000,115.0,,,,,,,,,,,,,,,,,
185,py2exe,py2exe/py2exe,packaging,Create standalone Windows programs from Python code.,,https://github.com/py2exe/py2exe,https://github.com/py2exe/py2exe,,2019-03-11 13:16:35.000,2023-10-08 20:35:10.000,2023-10-08 14:56:10,1090.0,13.0,84.0,20.0,35.0,11.0,142.0,667.0,2023-10-07 21:15:17.000,0.13.0.1,18.0,20.0,23,False,,py2exe,,,1872.0,1872.0,https://pypi.org/project/py2exe,20748.0,21017.0,,,,3.0,,,15074.0,,,,,,,,,,,,,,,,
186,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,https://github.com/conda/constructor,,2016-02-12 06:52:50.000,2023-11-01 12:47:45.000,2023-10-16 12:13:27,1136.0,17.0,157.0,33.0,401.0,31.0,296.0,422.0,2023-10-16 12:14:37.000,3.5.0,44.0,70.0,23,False,,,constructor,,15.0,15.0,,,106.0,https://anaconda.org/anaconda/constructor,2023-10-24 16:47:40.329,9395.0,3.0,,,276.0,,,,,,,,,,,,,,,,
187,lazydocs,ml-tooling/lazydocs,documentation,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,,https://github.com/ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000,2023-10-18 02:06:37.000,2023-06-11 00:08:52,155.0,,34.0,8.0,37.0,6.0,24.0,155.0,2021-07-27 09:00:22.000,0.4.8,18.0,10.0,23,True,,lazydocs,,,202.0,180.0,https://pypi.org/project/lazydocs,8193.0,8193.0,,,,3.0,2021-07-27 08:05:42.000,22.0,,,,,,,,,,,,,,,,,
188,pyenv-virtualenv,pyenv/pyenv-virtualenv,virtual-envs,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,,https://github.com/pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2023-07-30 13:52:49.000,2023-06-26 22:36:04,503.0,,373.0,74.0,132.0,108.0,225.0,5743.0,2023-07-30 13:52:49.000,1.2.2,10.0,58.0,22,True,,,,,21.0,21.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
189,xxh,xxh/xxh,shell,"Bring your favorite shell wherever you go through the ssh. Xonsh shell, fish, zsh, osquery and so on.",,https://github.com/xxh/xxh,https://github.com/xxh/xxh,BSD-2-Clause,2019-11-03 12:04:13.000,2023-10-07 18:15:31.000,2023-10-07 18:15:30,770.0,2.0,93.0,44.0,57.0,21.0,61.0,4685.0,2022-09-29 10:20:01.217,0.8.12,89.0,25.0,22,True,,xxh-xxh,,,79.0,79.0,https://pypi.org/project/xxh-xxh,439.0,481.0,,,,3.0,2022-09-29 10:20:01.217,,1907.0,,,,,,,,,,,,,,,,
190,rebound,shobrook/rebound,logging,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,,https://github.com/shobrook/rebound,https://github.com/shobrook/rebound,,2018-02-28 04:47:03.000,2023-10-04 16:28:37.640,2022-02-16 05:16:40,168.0,,373.0,76.0,41.0,14.0,38.0,4028.0,2018-12-04 10:11:53.000,2.0.0,51.0,16.0,22,False,,rebound,conda-forge/rebound,,24.0,24.0,https://pypi.org/project/rebound,15083.0,22621.0,https://anaconda.org/conda-forge/rebound,2023-10-04 16:28:37.640,316503.0,3.0,,,235.0,,,,,,,,,,,,,,,,
191,vprof,nvdv/vprof,profiling,Visual profiler for Python.,,https://github.com/nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2022-07-15 07:43:03.000,2022-07-15 07:43:03,620.0,,153.0,72.0,32.0,29.0,57.0,3933.0,,,19.0,17.0,22,False,,vprof,,,116.0,116.0,https://pypi.org/project/vprof,3079.0,3079.0,,,,3.0,,,,,,,,,,,,,,,,,,,
192,pyrasite,lmacken/pyrasite,debugging,Inject code into running Python processes.,,https://github.com/lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2023-10-08 18:16:39.000,2023-10-08 18:16:39,353.0,2.0,198.0,60.0,44.0,40.0,16.0,2733.0,,,13.0,24.0,22,True,,pyrasite,,,58.0,52.0,https://pypi.org/project/pyrasite,26529.0,26529.0,,,,3.0,2012-05-09 19:11:33.000,6.0,,,,,,,,,,,,,,,,,
193,pyt,python-security/pyt,security,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,,https://github.com/python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000,2020-12-25 03:47:37.000,2020-03-08 21:43:06,1576.0,,233.0,70.0,116.0,22.0,78.0,2151.0,2018-11-01 16:02:57.000,0.42,1.0,22.0,22,False,,python-taint,,,92.0,92.0,https://pypi.org/project/python-taint,3830.0,3831.0,,,,3.0,,,111.0,,,,,,,,,,,,,,,,
194,pyflow,David-OConnor/pyflow,dependency-managers,An installation and dependency system for Python.,,https://github.com/David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2023-03-07 21:30:59.000,2022-03-11 18:31:51,368.0,,45.0,24.0,55.0,62.0,73.0,1290.0,2021-07-02 13:17:04.000,0.3.1,26.0,28.0,22,False,,pyflow,,,43.0,42.0,https://pypi.org/project/pyflow,254.0,379.0,,,,3.0,2021-07-02 13:17:04.000,1.0,6422.0,,,,,,,,,,,,,,,,
195,python-hunter,ionelmc/python-hunter,debugging,Hunter is a flexible code tracing toolkit.,,https://github.com/ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2023-09-30 00:54:39.787,2023-04-26 09:11:54,1074.0,,41.0,15.0,21.0,41.0,54.0,756.0,2022-09-11 00:45:22.000,3.3.5,51.0,9.0,22,True,,hunter,conda-forge/hunter,,155.0,155.0,https://pypi.org/project/hunter,9018.0,10905.0,https://anaconda.org/conda-forge/hunter,2023-09-30 00:54:39.787,52851.0,3.0,,,,,,,,,,,,,,,,,,,
196,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,,2012-03-25 21:47:18.000,2023-10-30 05:29:50.000,2022-11-08 15:07:52,1711.0,,163.0,54.0,275.0,125.0,233.0,564.0,,,5.0,92.0,22,False,,zc.buildout,conda-forge/zc.buildout,,,,https://pypi.org/project/zc.buildout,66328.0,67508.0,https://anaconda.org/conda-forge/zc.buildout,2023-06-16 19:27:31.340,30704.0,3.0,,,,,,,,,,,,,,,,,,,
197,pytest-docker,avast/pytest-docker,testing,Docker-based integration tests.,,https://github.com/avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000,2023-10-23 16:35:17.000,2023-09-01 07:48:02,73.0,1.0,61.0,8.0,56.0,19.0,34.0,361.0,2023-09-01 07:51:04.000,2.0.1,22.0,18.0,22,True,,pytest-docker,,['pytest'],45.0,,https://pypi.org/project/pytest-docker,143070.0,143072.0,,,,3.0,2023-09-01 07:48:54.000,45.0,132.0,,,,,,,,,,,,,,,,
198,mkdocs-with-pdf,orzih/mkdocs-with-pdf,documentation,Generate a single PDF file from MkDocs repository.,,https://github.com/orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2023-06-08 09:34:08.000,2021-10-14 20:29:54,188.0,,67.0,10.0,50.0,54.0,44.0,268.0,2021-07-03 02:09:02.000,0.9.3,27.0,6.0,22,False,,mkdocs-with-pdf,,['mkdocs'],401.0,401.0,https://pypi.org/project/mkdocs-with-pdf,30529.0,30529.0,,,,3.0,,,,,,,,,,,,,,,,,,,
199,pytest-datadir,gabrielcnr/pytest-datadir,testing,pytest plugin for manipulating test data directories and files.,,https://github.com/gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,,2015-07-02 21:41:44.000,2023-10-30 18:36:26.000,2023-10-23 18:45:25,134.0,14.0,18.0,7.0,55.0,4.0,13.0,218.0,2023-10-03 12:20:54.000,1.5.0,8.0,11.0,22,False,,pytest-datadir,conda-forge/pytest-datadir,['pytest'],1527.0,1527.0,https://pypi.org/project/pytest-datadir,250435.0,268184.0,https://anaconda.org/conda-forge/pytest-datadir,2023-10-03 20:24:49.695,230715.0,3.0,,,2.0,,,,,,,,,,,,,,,,
200,releases,bitprophet/releases,documentation,A powerful Sphinx changelog-generating extension.,,https://github.com/bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000,2023-09-24 00:06:12.000,2023-09-24 00:06:10,594.0,3.0,35.0,7.0,27.0,28.0,46.0,173.0,,,5.0,10.0,22,True,,releases,conda-forge/sphinx-releases,['sphinx'],600.0,600.0,https://pypi.org/project/releases,17997.0,18752.0,https://anaconda.org/conda-forge/sphinx-releases,2023-06-16 16:08:54.259,49851.0,3.0,,,,,,,,,,,,,,,,,,,
201,flake8-simplify,MartinThoma/flake8-simplify,linters,A flake8 plugin that helps you to simplify code.,,https://github.com/MartinThoma/flake8-simplify,https://github.com/MartinThoma/flake8-simplify,MIT,2020-09-19 16:59:41.000,2023-09-26 17:41:17.851,2023-09-24 09:24:40,143.0,12.0,19.0,5.0,69.0,46.0,72.0,167.0,2023-09-23 21:40:23.000,0.21.0,38.0,14.0,22,True,,flake8-simplify,conda-forge/flake8-simplify,,34.0,,https://pypi.org/project/flake8-simplify,324240.0,325233.0,https://anaconda.org/conda-forge/flake8-simplify,2023-09-26 17:41:17.851,34775.0,3.0,2023-09-23 21:40:23.000,34.0,,,,,,,,,,,,,,,,,
202,mkdocs-print-site-plugin,timvink/mkdocs-print-site-plugin,documentation,"MkDocs Plugin that adds an additional page that combines all pages, allowing easy exports to PDF and standalone HTML.",,https://github.com/timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000,2023-10-25 17:48:31.000,2023-10-25 17:48:31,229.0,4.0,14.0,3.0,11.0,9.0,72.0,92.0,2023-08-28 07:28:44.000,2.3.6,41.0,5.0,22,True,,mkdocs-print-site-plugin,,['mkdocs'],247.0,247.0,https://pypi.org/project/mkdocs-print-site-plugin,20250.0,20250.0,,,,3.0,,,,,,,,,,,,,,,,,,,
203,better-exceptions,Qix-/better-exceptions,logging,"Pretty and useful exceptions in Python, automatically.",,https://github.com/Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000,2023-03-23 11:09:43.000,2023-01-05 00:12:47,102.0,,195.0,70.0,56.0,27.0,46.0,4471.0,2018-01-16 16:25:41.000,0.2.1,2.0,17.0,21,True,,better-exceptions,,,,,https://pypi.org/project/better-exceptions,110990.0,110990.0,,,,3.0,,,,,,,,,,,,,,,,,,,
204,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,,2011-10-14 11:56:14.000,2023-10-23 14:35:37.000,2023-10-23 14:35:37,718.0,2.0,348.0,81.0,162.0,119.0,115.0,4052.0,,,12.0,103.0,21,False,,memory_profiler,conda-forge/memory_profiler,,,,https://pypi.org/project/memory_profiler,952192.0,956372.0,https://anaconda.org/conda-forge/memory_profiler,2023-06-16 13:17:34.885,376279.0,3.0,,,,,,,,,,,,,,-7.0,,,,,
205,Profiling,what-studio/profiling,profiling,Was an interactive continuous Python profiler.,,https://github.com/what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2020-08-24 01:31:58.000,2020-08-24 01:31:58,433.0,,114.0,75.0,25.0,15.0,20.0,2965.0,2015-12-25 11:58:18.000,0.1.1,2.0,18.0,21,False,,profiling,,,64.0,64.0,https://pypi.org/project/profiling,1858.0,1858.0,,,,3.0,,,,,,,,,,,,,,,,,,,
206,sixpack,sixpack/sixpack,testing,Sixpack is a language-agnostic a/b-testing framework.,,https://github.com/sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2022-08-21 18:43:32.000,2020-08-26 00:32:16,828.0,,185.0,71.0,170.0,88.0,128.0,1756.0,2017-11-22 14:27:35.000,2.7.0,37.0,56.0,21,False,,sixpack,,,15.0,11.0,https://pypi.org/project/sixpack,103.0,103.0,,,,3.0,2017-11-22 14:27:35.000,4.0,,,,,,,,,,,,,,,,,
207,Birdseye,alexmojaki/birdseye,debugging,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,,https://github.com/alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000,2023-10-16 20:29:11.000,2023-10-16 20:22:41,416.0,1.0,74.0,42.0,48.0,20.0,36.0,1587.0,2023-10-16 20:29:11.000,0.9.5,40.0,10.0,21,True,,birdseye,,,4.0,,https://pypi.org/project/birdseye,1258.0,1258.0,,,,3.0,2023-10-16 20:29:11.000,4.0,,,,,,,,,,,,,,,,,
208,portray,timothycrosley/portray,documentation,Your Project with Great Documentation.,,https://github.com/timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2023-09-19 11:00:56.000,2023-01-03 00:40:56,266.0,,73.0,17.0,43.0,31.0,32.0,854.0,,,,20.0,21,True,,portray,,,808.0,808.0,https://pypi.org/project/portray,11704.0,11704.0,,,,3.0,,,,,,,,,,,,,,,,,,,
209,mypy-protobuf,dropbox/mypy-protobuf,linters,open source tools to generate mypy stubs from protobufs.,,https://github.com/nipunn1313/mypy-protobuf,https://github.com/nipunn1313/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2023-10-25 08:57:33.000,2023-08-03 07:40:25,478.0,,72.0,20.0,455.0,12.0,111.0,594.0,,,11.0,37.0,21,True,nipunn1313/mypy-protobuf,mypy-protobuf,conda-forge/mypy-protobuf,,,,https://pypi.org/project/mypy-protobuf,1993871.0,1997175.0,https://anaconda.org/conda-forge/mypy-protobuf,2023-08-20 18:57:58.024,118976.0,3.0,,,,,,,,,,,,,,,,,,,
210,Fixit,Instagram/Fixit,linters,Advanced Python linting framework with auto-fixes and hierarchical configuration that makes it easy to write custom..,,https://github.com/Instagram/Fixit,https://github.com/Instagram/Fixit,,2020-02-20 19:09:01.000,2023-11-02 03:37:55.000,2023-11-02 03:37:48,323.0,26.0,56.0,28.0,302.0,19.0,82.0,547.0,,,,40.0,21,False,,fixit,,,47.0,47.0,https://pypi.org/project/fixit,44014.0,44014.0,,,,3.0,,,,,,,,,,,,,,,,,,,
211,python-manhole,ionelmc/python-manhole,debugging,Debugging manhole for python applications.,,https://github.com/ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2023-06-16 19:26:54.777,2022-12-17 09:19:54,492.0,,23.0,10.0,44.0,7.0,15.0,356.0,2021-03-24 19:56:29.000,1.7.0,14.0,11.0,21,True,,manhole,conda-forge/manhole,,264.0,264.0,https://pypi.org/project/manhole,16063.0,16714.0,https://anaconda.org/conda-forge/manhole,2023-06-16 19:26:54.777,18237.0,3.0,,,,,,,,,,,,,,,,,,,
212,mkdocs-pdf-export-plugin,zhaoterryy/mkdocs-pdf-export-plugin,documentation,An MkDocs plugin to export content pages as PDF files.,,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2023-07-28 19:56:59.000,2021-10-05 01:31:10,72.0,,42.0,19.0,32.0,41.0,46.0,292.0,2020-07-23 01:35:39.000,0.5.8,5.0,11.0,21,False,,mkdocs-pdf-export-plugin,,['mkdocs'],557.0,557.0,https://pypi.org/project/mkdocs-pdf-export-plugin,20941.0,20941.0,,,,3.0,,,,,,,,,,,,,,,,,,,
213,unimport,hakancelik96/unimport,refactoring,The ultimate linter and formatter for removing unused import statements in your code.,,https://github.com/hakancelikdev/unimport,https://github.com/hakancelikdev/unimport,MIT,2019-09-08 09:49:24.000,2023-10-31 15:17:45.000,2023-07-07 10:58:24,475.0,,21.0,5.0,180.0,13.0,99.0,235.0,2023-07-07 11:10:02.502,1.0.0,53.0,15.0,21,True,hakancelikdev/unimport,unimport,,,5.0,,https://pypi.org/project/unimport,15505.0,15505.0,,,,3.0,2022-01-29 20:05:35.000,5.0,,,,,,,,,,,,,,,,,
214,xdoctest,Erotemic/xdoctest,testing,A rewrite of Pythons builtin doctest module (with pytest plugin integration) with AST instead of REGEX.,,https://github.com/Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000,2023-11-01 18:27:25.000,2023-10-26 00:20:56,853.0,26.0,10.0,5.0,105.0,18.0,27.0,192.0,2023-10-26 00:22:06.000,1.1.2,12.0,9.0,21,True,,xdoctest,conda-forge/xdoctest,,,,https://pypi.org/project/xdoctest,154945.0,159775.0,https://anaconda.org/conda-forge/xdoctest,2023-10-26 04:48:19.232,188375.0,3.0,,,,,,,,,,,,,,,,,,,conda-forge/xdoctest
215,asteval,newville/asteval,ast,minimalistic evaluator of python expression using ast module.,,https://github.com/newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000,2023-10-02 00:50:42.000,2023-10-02 00:50:42,537.0,2.0,37.0,10.0,58.0,3.0,61.0,165.0,2023-07-16 18:33:22.000,0.9.31,24.0,24.0,21,True,,asteval,conda-forge/asteval,,,,https://pypi.org/project/asteval,274320.0,284552.0,https://anaconda.org/conda-forge/asteval,2023-07-16 20:56:29.139,337675.0,3.0,,,,,,,,,,,,,,,,,,,
216,sphinx-markdown-builder,clayrisser/sphinx-markdown-builder,documentation,DISCONTINUED: sphinx builder that outputs markdown files. The active version of this project is now being maintained..,,https://github.com/clayrisser/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2023-06-24 21:25:39.000,2023-06-24 21:25:38,106.0,,41.0,7.0,27.0,,39.0,162.0,2019-10-11 01:01:17.000,0.5.3,4.0,19.0,21,True,,sphinx-markdown-builder,,['sphinx'],744.0,744.0,https://pypi.org/project/sphinx-markdown-builder,51007.0,51007.0,,,,3.0,,,,,,,,,,,,,,,,,,,
217,dodgy,landscapeio/dodgy,security,Looks at Python code to search for things which look dodgy such as passwords or diffs.,,https://github.com/landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000,2023-06-16 13:16:51.618,2021-03-21 11:36:52,70.0,,20.0,6.0,14.0,11.0,3.0,115.0,2019-12-31 16:44:58.000,0.2.1,10.0,14.0,21,False,,dodgy,conda-forge/dodgy,,2879.0,2591.0,https://pypi.org/project/dodgy,462080.0,463011.0,https://anaconda.org/conda-forge/dodgy,2023-06-16 13:16:51.618,81064.0,3.0,2019-12-31 16:44:58.000,288.0,,,,,,,,,,,,,,,,,
218,flake8-bandit,tylerwince/flake8-bandit,linters,Automated security testing using bandit and flake8.,,https://github.com/tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000,2023-09-13 06:38:29.000,2022-08-29 13:45:55,70.0,,27.0,5.0,18.0,11.0,16.0,108.0,2022-08-29 14:28:51.025,4.1.1,13.0,12.0,21,False,,flake8-bandit,,['flake8'],176.0,,https://pypi.org/project/flake8-bandit,495535.0,495535.0,,,,3.0,2022-08-29 14:28:51.025,176.0,,,,,,,,,,,,,,,,,
219,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2023-08-07 14:53:26.000,2022-07-24 14:45:54,478.0,,83.0,10.0,60.0,47.0,53.0,1093.0,,,5.0,29.0,20,False,,pympler,conda-forge/pympler,,,,https://pypi.org/project/pympler,1235029.0,1239882.0,https://anaconda.org/conda-forge/pympler,2023-06-16 13:20:11.899,388302.0,3.0,,,,,,,,,,,,,,,,,,,
220,sphinx-bootstrap-theme,ryan-roemer/sphinx-bootstrap-theme,documentation,Sphinx Bootstrap Theme.,,https://github.com/ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000,2022-02-28 16:14:56.000,2022-02-03 20:25:55,403.0,,189.0,24.0,95.0,49.0,83.0,586.0,,,,39.0,20,False,,sphinx-bootstrap-theme,,['sphinx'],,,https://pypi.org/project/sphinx-bootstrap-theme,100213.0,100213.0,,,,3.0,,,,,,,,,,,,,,,,,,,
