,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
171,flake8-builtins,gforcada/flake8-builtins,linters,Check for python builtins being used as variables or parameters.,,https://github.com/gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2024-02-21 10:30:39.000000,2023-12-09 22:44:55,325.0,2.0,22.0,5.0,75.0,46.0,110.0,2023-11-03 08:51:01.000,2.2.0,28.0,18.0,25,True,,1.0,flake8-builtins,conda-forge/flake8-builtins,['flake8'],,853285.0,10689.0,10161.0,https://pypi.org/project/flake8-builtins,2023-11-03 08:51:01.000,528.0,838628.0,https://anaconda.org/conda-forge/flake8-builtins,2023-11-03 15:56:08.359,234527.0,3.0,,,,,,,,,,,,,,,,
172,Bowler,facebookincubator/Bowler,refactoring,Safe code refactoring for modern Python.,,https://github.com/facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2023-09-26 20:28:23.000000,2023-01-20 18:08:14,186.0,,96.0,38.0,76.0,34.0,1506.0,2020-09-17 01:55:39.000,0.9.0,8.0,27.0,24,False,,44.0,bowler,conda-forge/bowler,,,70152.0,16.0,,https://pypi.org/project/bowler,2020-09-17 01:55:39.000,16.0,69865.0,https://anaconda.org/conda-forge/bowler,2023-06-16 16:11:48.791,18119.0,2.0,,,,,,,,,,,,,,,,
173,snoop,alexmojaki/snoop,debugging,"A powerful set of Python debugging tools, based on PySnooper.",,https://github.com/alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000,2023-12-12 06:18:06.000000,2022-12-22 13:48:56,431.0,,33.0,22.0,17.0,29.0,1167.0,2022-12-22 13:51:11.775,0.4.3,14.0,22.0,24,False,,23.0,snoop,conda-forge/snoop,,,59351.0,27.0,,https://pypi.org/project/snoop,2022-12-22 13:51:11.775,27.0,59175.0,https://anaconda.org/conda-forge/snoop,2023-06-16 19:27:40.699,4942.0,3.0,,,,,,,,,,,,,,,,
174,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2023-10-26 13:50:09.000000,2022-08-08 11:25:05,700.0,,96.0,20.0,98.0,95.0,1033.0,,,,46.0,24,False,,54.0,pylama,,,,178155.0,6275.0,6275.0,https://pypi.org/project/pylama,,,178155.0,,,,3.0,,,,,,,,,,,,,,,,
175,redbaron,pycqa/redbaron,refactoring,Bottom-up approach to refactoring in python.,,https://github.com/PyCQA/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000,2022-01-29 21:54:37.000000,2021-12-09 03:12:36,1672.0,,74.0,28.0,106.0,48.0,682.0,2019-03-17 19:03:54.000,0.9.2,15.0,34.0,24,False,,80.0,redbaron,,,,35359.0,771.0,636.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000,135.0,35359.0,,,,2.0,,,,,,,,,,,,,,,,
176,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2024-02-05 20:44:11.000000,2023-09-07 20:35:16,182.0,,42.0,5.0,108.0,27.0,530.0,,,,12.0,24,True,,30.0,interrogate,,,,84061.0,5908.0,5908.0,https://pypi.org/project/interrogate,,,84061.0,,,,3.0,,,,,,,,,,,,,,,,
177,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2024-02-18 17:28:57.000000,2024-02-17 11:49:47,98.0,1.0,32.0,8.0,20.0,63.0,414.0,2023-08-19 21:31:54.000,2.9.2,24.0,8.0,24,True,,17.0,mkdocs-awesome-pages-plugin,,['mkdocs'],,205099.0,3999.0,3877.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,2023-08-19 21:30:31.000,122.0,205099.0,,,,3.0,,,,,,,,,,,,,,,,
178,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/TvoroG/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2023-10-02 21:31:31.000000,2022-01-27 10:32:34,98.0,,26.0,8.0,23.0,22.0,359.0,2019-10-13 14:06:01.000,0.6.0,11.0,9.0,24,False,,19.0,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,['pytest'],,510860.0,2369.0,2369.0,https://pypi.org/project/pytest-lazy-fixture,,,503807.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2023-06-16 13:24:44.425,578384.0,3.0,,,,,,,,,,,,,,,,
179,xdoctest,Erotemic/xdoctest,testing,A rewrite of Pythons builtin doctest module (with pytest plugin integration) with AST instead of REGEX.,,https://github.com/Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000,2024-02-06 18:09:33.000000,2024-01-30 18:18:50,869.0,13.0,11.0,8.0,107.0,28.0,201.0,2024-01-30 18:32:55.000,1.1.3,69.0,9.0,24,True,,21.0,xdoctest,conda-forge/xdoctest,,,222004.0,119.0,,https://pypi.org/project/xdoctest,2024-01-30 18:32:55.000,119.0,217176.0,https://anaconda.org/conda-forge/xdoctest,2024-01-30 21:36:58.038,202804.0,3.0,,,,,,,,,,,,,,,,conda-forge/xdoctest
180,pytkdocs,mkdocstrings/pytkdocs,documentation,Load Python objects documentation.,,https://github.com/mkdocstrings/pytkdocs,https://github.com/mkdocstrings/pytkdocs,ISC,2020-02-04 21:18:34.000,2023-06-16 19:23:18.580000,2022-03-07 18:48:36,240.0,,33.0,3.0,45.0,80.0,49.0,2022-03-07 18:50:03.302,0.16.1,26.0,23.0,24,False,,21.0,pytkdocs,conda-forge/pytkdocs,,,84881.0,1386.0,1375.0,https://pypi.org/project/pytkdocs,2022-03-07 18:50:03.302,11.0,82379.0,https://anaconda.org/conda-forge/pytkdocs,2023-06-16 19:23:18.580,100091.0,3.0,,,,,,,,,,,,,,,,
181,vprof,nvdv/vprof,profiling,Visual profiler for Python.,,https://github.com/nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2022-07-15 07:43:03.000000,2022-07-15 07:43:03,620.0,,170.0,71.0,32.0,57.0,3940.0,2018-06-24 14:16:36.000,0.37.6,24.0,17.0,23,False,,29.0,vprof,,,,3286.0,133.0,117.0,https://pypi.org/project/vprof,2020-02-29 13:31:59.000,16.0,3286.0,,,,3.0,,,,,,,,,,,,,,,,
182,shiv,linkedin/shiv,packaging,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",,https://github.com/linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2024-02-22 07:20:46.000000,2024-02-05 17:27:48,211.0,4.0,90.0,28.0,123.0,77.0,1667.0,2024-02-05 17:55:09.000,1.0.5,20.0,41.0,23,True,,43.0,shiv,,,663.0,30598.0,,,https://pypi.org/project/shiv,,,30586.0,,,,3.0,,,,,,,,,,,,,,,,
183,python-devtools,samuelcolvin/python-devtools,logging,Dev tools for python.,,https://github.com/samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000,2024-01-26 19:10:51.000000,2024-01-26 19:10:51,133.0,1.0,46.0,10.0,98.0,39.0,918.0,2023-09-03 16:53:31.000,0.12.2,18.0,13.0,23,True,,14.0,python-devtools,conda-forge/python-devtools,,,1426.0,4015.0,4015.0,https://pypi.org/project/python-devtools,,,804.0,https://anaconda.org/conda-forge/python-devtools,2023-09-06 00:26:02.432,21181.0,3.0,,,,,,,,,,,,,,,,
184,pytest-watch,joeyespo/pytest-watch,testing,Local continuous test runner with pytest and watchdog.,,https://github.com/joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2023-09-28 21:11:23.665000,2019-06-15 20:36:43,183.0,,54.0,12.0,49.0,44.0,719.0,,,1.0,16.0,23,False,,40.0,pytest-watch,conda-forge/pytest-watch,['pytest'],,405140.0,9348.0,9348.0,https://pypi.org/project/pytest-watch,,,402770.0,https://anaconda.org/conda-forge/pytest-watch,2023-09-28 21:11:23.665,97175.0,3.0,,,,,,,,,,,,,,,,
185,pytest-plugins,man-group/pytest-plugins,testing,A grab-bag of nifty pytest plugins.,,https://github.com/man-group/pytest-plugins,https://github.com/man-group/pytest-plugins,MIT,2015-08-14 07:52:32.000,2023-08-30 11:53:48.000000,2022-11-03 10:04:57,807.0,,77.0,23.0,116.0,58.0,541.0,2019-05-28 06:37:19.000,1.7.0,12.0,62.0,23,False,,56.0,pytest-virtualenv,conda-forge/pytest-shutil,,,21035.0,78.0,,https://pypi.org/project/pytest-virtualenv,2019-05-28 06:37:19.000,78.0,20066.0,https://anaconda.org/conda-forge/pytest-shutil,2023-06-16 16:13:53.097,64942.0,3.0,,,,,,,,,,,,,,,,
186,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,https://github.com/conda/constructor,,2016-02-12 06:52:50.000,2024-02-19 17:13:00.000000,2024-02-19 17:12:44,1153.0,17.0,158.0,33.0,420.0,307.0,432.0,2024-01-12 10:34:10.000,3.6.0,24.0,70.0,23,False,,27.0,,constructor,,276.0,108.0,17.0,17.0,,,,,https://anaconda.org/anaconda/constructor,2024-02-01 20:23:48.358,9924.0,3.0,,,,,,,,,,,,,,,,
187,xenon,rubik/xenon,code-metrics,Monitoring tool based on radon.,,https://github.com/rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2023-11-07 20:23:38.000000,2023-08-12 17:19:26,116.0,,21.0,6.0,17.0,28.0,232.0,2023-08-12 17:24:35.000,0.9.1,22.0,10.0,23,True,,8.0,xenon,conda-forge/xenon,,,164116.0,1277.0,1189.0,https://pypi.org/project/xenon,2023-08-12 17:24:35.000,88.0,163825.0,https://anaconda.org/conda-forge/xenon,2023-06-16 13:23:09.938,22165.0,3.0,,,,,,,,,,,,,,,,
188,eradicate,myint/eradicate,refactoring,Removes commented-out code from Python files.,,https://github.com/PyCQA/eradicate,https://github.com/PyCQA/eradicate,,2012-12-23 04:39:48.000,2023-06-12 14:15:35.396000,2023-06-12 09:19:41,183.0,,23.0,5.0,25.0,16.0,194.0,2023-06-09 06:29:34.000,2.3.0,4.0,13.0,23,False,PyCQA/eradicate,7.0,eradicate,conda-forge/eradicate,,,754824.0,15254.0,15254.0,https://pypi.org/project/eradicate,,,754514.0,https://anaconda.org/conda-forge/eradicate,2023-06-12 14:15:35.396,10548.0,3.0,,,,,,,,,,,,,,,,
189,asteval,newville/asteval,ast,minimalistic evaluator of python expression using ast module.,,https://github.com/newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000,2023-11-06 14:59:15.000000,2023-11-06 14:59:10,539.0,,39.0,10.0,58.0,61.0,165.0,2023-07-16 18:33:22.000,0.9.31,32.0,24.0,23,True,,4.0,asteval,conda-forge/asteval,,,347192.0,183.0,,https://pypi.org/project/asteval,2023-07-16 18:25:02.803,183.0,337237.0,https://anaconda.org/conda-forge/asteval,2023-07-16 20:56:29.139,358404.0,3.0,,,,,,,,,,,,,,,,
190,pyenv-virtualenv,pyenv/pyenv-virtualenv,virtual-envs,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,,https://github.com/pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2024-02-20 05:31:02.000000,2024-02-12 09:58:27,506.0,3.0,382.0,74.0,137.0,230.0,5923.0,2023-07-30 13:52:49.000,1.2.2,10.0,61.0,22,True,,105.0,,,,,,21.0,21.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
191,xxh,xxh/xxh,shell,"Bring your favorite shell wherever you go through the ssh. Xonsh shell, fish, zsh, osquery and so on.",,https://github.com/xxh/xxh,https://github.com/xxh/xxh,BSD-2-Clause,2019-11-03 12:04:13.000,2023-11-05 13:14:04.000000,2023-11-05 13:14:04,772.0,,98.0,43.0,58.0,62.0,4860.0,2022-09-29 10:18:30.000,0.8.12,89.0,26.0,22,True,,23.0,xxh-xxh,,,2219.0,816.0,82.0,82.0,https://pypi.org/project/xxh-xxh,,,770.0,,,,3.0,,,,,,,,,,,,,,,,
192,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,,2011-10-14 11:56:14.000,2024-02-17 16:34:34.000000,2023-10-23 14:35:37,718.0,,350.0,80.0,163.0,116.0,4155.0,,,12.0,103.0,22,False,,120.0,memory_profiler,conda-forge/memory_profiler,,,1245024.0,,,https://pypi.org/project/memory_profiler,,,1240529.0,https://anaconda.org/conda-forge/memory_profiler,2023-06-16 13:17:34.885,418058.0,3.0,,,,,,,,,,,,,,,,
193,PrettyErrors,onelivesleft/PrettyErrors,logging,Prettify Python exception output to make it legible.,,https://github.com/onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2023-06-16 19:23:41.476000,2021-11-24 14:32:14,130.0,,82.0,31.0,10.0,38.0,2694.0,2021-11-24 14:32:07.000,1.2.25,48.0,5.0,22,False,,9.0,pretty_errors,conda-forge/pretty_errors,,,40210.0,61.0,,https://pypi.org/project/pretty_errors,2021-11-24 14:32:07.000,61.0,39851.0,https://anaconda.org/conda-forge/pretty_errors,2023-06-16 19:23:41.476,14032.0,3.0,,,,,,,,,,,,,,,,
194,pyt,python-security/pyt,security,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,,https://github.com/python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000,2020-12-25 03:47:37.000000,2020-03-08 21:43:06,1576.0,,231.0,68.0,116.0,78.0,2161.0,2018-11-01 16:02:57.000,0.42,1.0,22.0,22,False,,24.0,python-taint,,,117.0,2993.0,97.0,97.0,https://pypi.org/project/python-taint,,,2992.0,,,,3.0,,,,,,,,,,,,,,,,
195,pycco,pycco-docs/pycco,documentation,Literate-style documentation generator.,,https://github.com/pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2023-06-12 20:15:00.000000,2019-12-20 19:59:49,222.0,,138.0,16.0,66.0,28.0,840.0,2018-07-25 01:35:11.000,0.6.0,4.0,36.0,22,False,,31.0,pycco,,,,2541.0,325.0,325.0,https://pypi.org/project/pycco,,,2541.0,,,,3.0,,,,,,,,,,,,,,,,
196,py2exe,py2exe/py2exe,packaging,Create standalone Windows programs from Python code.,,https://github.com/py2exe/py2exe,https://github.com/py2exe/py2exe,,2019-03-11 13:16:35.000,2023-10-08 20:35:10.000000,2023-10-08 14:56:10,1090.0,,88.0,21.0,35.0,142.0,725.0,2023-10-07 21:15:17.000,0.13.0.1,18.0,20.0,22,False,,15.0,py2exe,,,16162.0,18767.0,1950.0,1950.0,https://pypi.org/project/py2exe,,,18494.0,,,,3.0,,,,,,,,,,,,,,,,
197,python-manhole,ionelmc/python-manhole,debugging,Debugging manhole for python applications.,,https://github.com/ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2023-12-18 17:23:41.000000,2023-12-18 17:23:36,498.0,6.0,23.0,10.0,44.0,15.0,361.0,2021-04-08 20:14:54.000,1.8.0,23.0,11.0,22,True,,7.0,manhole,conda-forge/manhole,,,20152.0,311.0,274.0,https://pypi.org/project/manhole,2021-04-08 20:14:54.000,37.0,19532.0,https://anaconda.org/conda-forge/manhole,2023-06-16 19:26:54.777,19240.0,3.0,,,,,,,,,,,,,,,,
198,mkdocs-with-pdf,orzih/mkdocs-with-pdf,documentation,Generate a single PDF file from MkDocs repository.,,https://github.com/orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2023-06-08 09:34:08.000000,2021-10-14 20:29:54,188.0,,70.0,10.0,50.0,44.0,289.0,2021-07-03 02:09:02.000,0.9.3,28.0,6.0,22,False,,77.0,mkdocs-with-pdf,,['mkdocs'],,32220.0,475.0,472.0,https://pypi.org/project/mkdocs-with-pdf,2021-07-03 02:04:39.000,3.0,32220.0,,,,3.0,,,,,,,,,,,,,,,,
199,baron,PyCQA/baron,refactoring,"IDE allow you to refactor code, Baron allows you to write refactoring code.",,https://github.com/PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000,2021-12-09 03:34:37.000000,2021-12-09 03:33:22,1505.0,,50.0,15.0,100.0,30.0,284.0,2019-02-25 23:55:38.000,0.8,12.0,33.0,22,False,,44.0,baron,,,,35459.0,349.0,349.0,https://pypi.org/project/baron,,,35459.0,,,,3.0,,,,,,,,,,,,,,,,
200,releases,bitprophet/releases,documentation,A powerful Sphinx changelog-generating extension.,,https://github.com/bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000,2024-01-06 20:21:38.000000,2023-12-01 19:07:59,597.0,3.0,36.0,7.0,27.0,46.0,174.0,,,5.0,10.0,22,True,,28.0,releases,conda-forge/sphinx-releases,['sphinx'],,13520.0,619.0,619.0,https://pypi.org/project/releases,,,12794.0,https://anaconda.org/conda-forge/sphinx-releases,2023-06-16 16:08:54.259,50141.0,3.0,,,,,,,,,,,,,,,,
201,lazydocs,ml-tooling/lazydocs,documentation,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,,https://github.com/ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000,2024-02-16 21:50:36.000000,2024-01-16 13:20:10,156.0,1.0,36.0,8.0,40.0,27.0,169.0,2021-07-27 09:00:22.000,0.4.8,18.0,11.0,22,True,,6.0,lazydocs,,,,9580.0,229.0,207.0,https://pypi.org/project/lazydocs,2021-07-27 08:05:42.000,22.0,9580.0,,,,3.0,,,,,,,,,,,,,,,,
202,better-exceptions,Qix-/better-exceptions,logging,"Pretty and useful exceptions in Python, automatically.",,https://github.com/Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000,2023-03-23 11:09:43.000000,2023-01-05 00:12:47,102.0,,197.0,70.0,56.0,46.0,4517.0,2018-01-16 16:25:41.000,0.2.1,2.0,17.0,21,False,,27.0,better-exceptions,,,,142810.0,,,https://pypi.org/project/better-exceptions,,,142810.0,,,,3.0,,,,,,,,,,,,,,,,
203,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,,2017-07-11 00:19:00.000,2024-02-06 19:06:53.000000,2024-02-06 19:06:50,340.0,5.0,165.0,55.0,144.0,138.0,4482.0,,,16.0,49.0,21,False,,43.0,monkeytype,conda-forge/monkeytype,,,118182.0,,,https://pypi.org/project/monkeytype,,,117401.0,https://anaconda.org/conda-forge/monkeytype,2023-06-16 16:09:34.593,57076.0,3.0,,,,,,,,,,,,,,,,
204,Profiling,what-studio/profiling,profiling,Was an interactive continuous Python profiler.,,https://github.com/what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2021-12-15 15:24:47.133000,2020-08-24 01:31:58,433.0,,121.0,74.0,25.0,20.0,2962.0,2017-06-28 06:10:16.000,0.1.3,5.0,18.0,21,False,,15.0,profiling,,,,1320.0,75.0,69.0,https://pypi.org/project/profiling,2021-12-15 15:24:47.133,6.0,1320.0,,,,3.0,,,,,,,,,,,,,,,,
205,sixpack,sixpack/sixpack,testing,Sixpack is a language-agnostic a/b-testing framework.,,https://github.com/sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2022-08-21 18:43:32.000000,2020-08-26 00:32:16,828.0,,182.0,71.0,170.0,128.0,1754.0,2017-07-24 08:26:03.000,2.5.0,13.0,56.0,21,False,,67.0,sixpack,,,,121.0,11.0,11.0,https://pypi.org/project/sixpack,,,121.0,,,,3.0,,,,,,,,,,,,,,,,
206,Birdseye,alexmojaki/birdseye,debugging,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,,https://github.com/alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000,2023-10-16 20:29:11.000000,2023-10-16 20:22:41,416.0,,74.0,42.0,48.0,36.0,1621.0,2023-10-16 20:29:11.000,0.9.5,41.0,10.0,21,True,,20.0,birdseye,,,,1595.0,4.0,,https://pypi.org/project/birdseye,2023-10-16 20:29:11.000,4.0,1595.0,,,,3.0,,,,,,,,,,,,,,,,
207,xar,facebookincubator/xar,packaging,executable archive format.,,https://github.com/facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000,2023-12-28 22:35:49.000000,2023-12-28 22:31:34,105.0,3.0,55.0,44.0,24.0,25.0,1574.0,2020-12-02 20:41:20.000,20.12.2,3.0,44.0,21,True,,8.0,xar,,,,309.0,28.0,28.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000,,309.0,,,,3.0,,,,,,,,,,,,,,,,
208,pyflow,David-OConnor/pyflow,dependency-managers,An installation and dependency system for Python.,,https://github.com/David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2023-03-07 21:30:59.000000,2022-03-11 18:31:51,368.0,,46.0,24.0,55.0,73.0,1302.0,2021-07-02 13:10:00.000,0.3.1,26.0,28.0,21,False,,64.0,pyflow,,,6669.0,357.0,42.0,42.0,https://pypi.org/project/pyflow,,,234.0,,,,3.0,,,,,,,,,,,,,,,,
209,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2023-11-15 19:49:03.000000,2022-07-24 14:45:54,478.0,,83.0,10.0,61.0,53.0,1132.0,,,5.0,29.0,21,False,,47.0,pympler,conda-forge/pympler,,,1145231.0,,,https://pypi.org/project/pympler,,,1140428.0,https://anaconda.org/conda-forge/pympler,2023-06-16 13:20:11.899,398710.0,3.0,,,,,,,,,,,,,,,,
210,python-hunter,ionelmc/python-hunter,debugging,Hunter is a flexible code tracing toolkit.,,https://github.com/ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2023-09-30 00:54:39.787000,2023-04-26 09:11:54,1074.0,,43.0,14.0,21.0,54.0,773.0,2022-09-11 00:45:22.000,3.3.5,51.0,9.0,21,True,,43.0,hunter,conda-forge/hunter,,,13610.0,168.0,168.0,https://pypi.org/project/hunter,,,11753.0,https://anaconda.org/conda-forge/hunter,2023-09-30 00:54:39.787,57572.0,3.0,,,,,,,,,,,,,,,,
211,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,,2012-03-25 21:47:18.000,2024-01-29 16:09:18.000000,2022-11-08 15:07:52,1711.0,,166.0,54.0,280.0,233.0,568.0,,,5.0,93.0,21,False,,131.0,zc.buildout,conda-forge/zc.buildout,,,41462.0,,,https://pypi.org/project/zc.buildout,,,40344.0,https://anaconda.org/conda-forge/zc.buildout,2023-06-16 19:27:31.340,32439.0,3.0,,,,,,,,,,,,,,,,
212,mkdocs-pdf-export-plugin,zhaoterryy/mkdocs-pdf-export-plugin,documentation,An MkDocs plugin to export content pages as PDF files.,,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2023-07-28 19:56:59.000000,2021-10-05 01:31:10,72.0,,43.0,19.0,32.0,46.0,305.0,2021-10-05 01:33:27.000,0.5.10,24.0,11.0,21,False,,42.0,mkdocs-pdf-export-plugin,,['mkdocs'],,22142.0,701.0,695.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2021-10-05 01:33:27.000,6.0,22142.0,,,,3.0,,,,,,,,,,,,,,,,
213,pytest-datadir,gabrielcnr/pytest-datadir,testing,pytest plugin for manipulating test data directories and files.,,https://github.com/gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,,2015-07-02 21:41:44.000,2024-02-19 22:13:27.000000,2023-11-13 19:51:32,136.0,,19.0,8.0,56.0,14.0,224.0,2023-10-03 12:20:54.000,1.5.0,8.0,11.0,21,False,,3.0,pytest-datadir,conda-forge/pytest-datadir,['pytest'],4.0,335528.0,1609.0,1609.0,https://pypi.org/project/pytest-datadir,,,320579.0,https://anaconda.org/conda-forge/pytest-datadir,2023-10-03 20:24:49.695,239169.0,3.0,,,,,,,,,,,,,,,,
214,pandas-vet,deppen8/pandas-vet,linters,A plugin for Flake8 that checks pandas code.,,https://github.com/deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2023-08-11 17:41:30.000000,2023-08-11 15:07:51,233.0,,18.0,6.0,83.0,41.0,165.0,2023-08-11 15:10:29.000,2023.8.2,10.0,14.0,21,True,,11.0,pandas-vet,conda-forge/pandas-vet,['flake8'],73.0,52198.0,448.0,430.0,https://pypi.org/project/pandas-vet,2023-08-11 15:09:04.000,18.0,51473.0,https://anaconda.org/conda-forge/pandas-vet,2023-08-11 17:40:05.281,17385.0,3.0,,,,,,,,,,,,,,,,
215,pip-run,jaraco/pip-run,dependency-managers,pip-run - dynamic dependency loader for Python.,,https://github.com/jaraco/pip-run,https://github.com/jaraco/pip-run,MIT,2016-01-25 01:59:13.000,2024-02-10 14:22:55.000000,2024-02-10 14:22:53,878.0,50.0,19.0,8.0,26.0,67.0,122.0,2024-02-10 14:29:57.000,12.6.1,47.0,23.0,21,True,,5.0,pip-run,,,,8689.0,,,https://pypi.org/project/pip-run,,,8689.0,,,,3.0,,,,,,,,,,,,,,,,
216,flake8-bandit,tylerwince/flake8-bandit,linters,Automated security testing using bandit and flake8.,,https://github.com/tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000,2023-09-13 06:38:29.000000,2022-08-29 13:45:55,70.0,,27.0,5.0,18.0,17.0,110.0,2022-08-29 14:28:51.025,4.1.1,13.0,12.0,21,False,,11.0,flake8-bandit,,['flake8'],,448975.0,196.0,,https://pypi.org/project/flake8-bandit,2022-08-29 14:28:51.025,196.0,448975.0,,,,3.0,,,,,,,,,,,,,,,,
