,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
173,PrettyErrors,onelivesleft/PrettyErrors,logging,Prettify Python exception output to make it legible.,,https://github.com/onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2024-03-05 23:33:11.000000,2021-11-24 14:32:14,130.0,,86.0,33.0,11.0,38.0,2764.0,2021-11-24 14:32:07.000,1.2.25,48.0,5.0,24,False,,9.0,pretty_errors,conda-forge/pretty_errors,,,73972.0,61.0,,https://pypi.org/project/pretty_errors,73620.0,https://anaconda.org/conda-forge/pretty_errors,2023-06-16 19:23:41.476,14096.0,3.0,2021-11-24 14:32:07.000,61.0,,,,,,4.0,,,,,,,,,,
174,snoop,alexmojaki/snoop,debugging,"A powerful set of Python debugging tools, based on PySnooper.",,https://github.com/alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000,2023-12-12 06:18:06.000000,2022-12-22 13:48:56,431.0,,33.0,22.0,17.0,29.0,1182.0,2022-12-22 13:51:11.775,0.4.3,14.0,22.0,24,False,,23.0,snoop,conda-forge/snoop,,,65022.0,27.0,,https://pypi.org/project/snoop,64851.0,https://anaconda.org/conda-forge/snoop,2023-06-16 19:27:40.699,4959.0,3.0,2022-12-22 13:51:11.775,27.0,,,,,,,,,,,,,,,,
175,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2023-10-26 13:50:09.000000,2022-08-08 11:25:05,700.0,,96.0,19.0,98.0,95.0,1036.0,,,,46.0,24,False,,56.0,pylama,,,,226631.0,6315.0,6315.0,https://pypi.org/project/pylama,226631.0,,,,3.0,,,,,,,,,,,,,,,,,,
176,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/PyCQA/autoflake,https://github.com/PyCQA/autoflake,MIT,2012-12-27 03:40:17.000,2024-03-18 04:41:07.000000,2024-03-18 04:41:02,646.0,17.0,78.0,14.0,186.0,76.0,851.0,2024-03-13 03:42:45.000,2.3.1,31.0,38.0,24,True,PyCQA/autoflake,37.0,autoflake,conda-forge/autoflake,,,1973091.0,,,https://pypi.org/project/autoflake,1964172.0,https://anaconda.org/conda-forge/autoflake,2023-06-16 16:14:56.765,526224.0,2.0,,,,,,,,,,,,,,,,,,
177,py2exe,py2exe/py2exe,packaging,Create standalone Windows programs from Python code.,,https://github.com/py2exe/py2exe,https://github.com/py2exe/py2exe,MIT,2019-03-11 13:16:35.000,2023-10-08 20:35:10.000000,2023-10-08 14:56:10,1090.0,,88.0,22.0,35.0,142.0,737.0,2023-10-07 21:15:17.000,0.13.0.1,28.0,20.0,24,True,,18.0,py2exe,,,16468.0,19387.0,2159.0,1980.0,https://pypi.org/project/py2exe,19113.0,,,,3.0,2023-10-07 21:21:25.000,179.0,,,,,,,,,,,,,,,,
178,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/TvoroG/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2023-10-02 21:31:31.000000,2022-01-27 10:32:34,98.0,,26.0,8.0,23.0,22.0,361.0,2019-10-13 14:06:01.000,0.6.0,11.0,9.0,24,False,,19.0,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,['pytest'],,566988.0,2437.0,2437.0,https://pypi.org/project/pytest-lazy-fixture,559949.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2023-06-16 13:24:44.425,584282.0,3.0,,,,,,,,,,,,,,,,,,
179,xdoctest,Erotemic/xdoctest,testing,A rewrite of Pythons builtin doctest module (with pytest plugin integration) with AST instead of REGEX.,,https://github.com/Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000,2024-02-06 18:09:33.000000,2024-01-30 18:18:50,869.0,13.0,10.0,7.0,107.0,28.0,203.0,2024-01-30 18:32:55.000,1.1.3,69.0,9.0,24,True,,21.0,xdoctest,conda-forge/xdoctest,,,237975.0,119.0,,https://pypi.org/project/xdoctest,233185.0,https://anaconda.org/conda-forge/xdoctest,2024-01-30 21:36:58.038,205985.0,3.0,2024-01-30 18:32:55.000,119.0,,,,,,,,,,,,,,,,conda-forge/xdoctest
180,eradicate,myint/eradicate,refactoring,Removes commented-out code from Python files.,,https://github.com/PyCQA/eradicate,https://github.com/PyCQA/eradicate,Saxpath,2012-12-23 04:39:48.000,2023-06-12 14:15:35.396000,2023-06-12 09:19:41,183.0,,24.0,5.0,25.0,16.0,195.0,2023-06-09 06:33:02.577,2.3.0,19.0,13.0,24,False,PyCQA/eradicate,7.0,eradicate,conda-forge/eradicate,,,776103.0,15472.0,15377.0,https://pypi.org/project/eradicate,775796.0,https://anaconda.org/conda-forge/eradicate,2023-06-12 14:15:35.396,10763.0,2.0,2023-06-09 06:33:02.577,95.0,,,,,,,,,,,,,,,,
181,releases,bitprophet/releases,documentation,A powerful Sphinx changelog-generating extension.,,https://github.com/bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000,2024-03-20 17:16:12.000000,2023-12-01 19:07:59,597.0,,41.0,7.0,28.0,46.0,174.0,2023-04-28 19:14:01.551,2.1.1,37.0,10.0,24,True,,30.0,releases,conda-forge/sphinx-releases,['sphinx'],,17612.0,995.0,619.0,https://pypi.org/project/releases,16896.0,https://anaconda.org/conda-forge/sphinx-releases,2023-06-16 16:08:54.259,50150.0,3.0,2023-04-28 19:14:01.551,376.0,,,,,,,,,,,,,,,,
182,flake8-black,peterjc/flake8-black,linters,flake8 plugin to run black for checking Python coding style.,,https://github.com/peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2024-03-04 17:08:47.000000,2024-03-04 17:08:46,174.0,2.0,10.0,3.0,55.0,26.0,162.0,,,12.0,10.0,24,True,,3.0,flake8-black,conda-forge/flake8-black,['flake8'],,936865.0,7651.0,7651.0,https://pypi.org/project/flake8-black,928770.0,https://anaconda.org/conda-forge/flake8-black,2023-06-16 16:15:31.454,461471.0,3.0,,,,,,,,,,,,,,,,,,
183,pytkdocs,mkdocstrings/pytkdocs,documentation,Load Python objects documentation.,,https://github.com/mkdocstrings/pytkdocs,https://github.com/mkdocstrings/pytkdocs,ISC,2020-02-04 21:18:34.000,2023-06-16 19:23:18.580000,2022-03-07 18:48:36,240.0,,31.0,3.0,45.0,80.0,49.0,2021-09-21 19:52:30.000,0.12.0,13.0,23.0,24,False,,21.0,pytkdocs,conda-forge/pytkdocs,,,132501.0,1394.0,1394.0,https://pypi.org/project/pytkdocs,130055.0,https://anaconda.org/conda-forge/pytkdocs,2023-06-16 19:23:18.580,100310.0,3.0,,,,,,,,,,,,,,,,,,
184,shiv,linkedin/shiv,packaging,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",,https://github.com/linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2024-02-28 19:44:41.000000,2024-02-05 17:27:48,211.0,4.0,90.0,28.0,123.0,77.0,1680.0,2024-02-05 17:55:09.000,1.0.5,20.0,41.0,23,True,,43.0,shiv,,,730.0,32445.0,,,https://pypi.org/project/shiv,32432.0,,,,3.0,,,,,,,,,,,,,,,,,,
185,pytest-watch,joeyespo/pytest-watch,testing,Local continuous test runner with pytest and watchdog.,,https://github.com/joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2023-09-28 21:11:23.665000,2019-06-15 20:36:43,183.0,,54.0,12.0,49.0,44.0,722.0,,,1.0,16.0,23,False,,40.0,pytest-watch,conda-forge/pytest-watch,['pytest'],,385675.0,9459.0,9459.0,https://pypi.org/project/pytest-watch,383357.0,https://anaconda.org/conda-forge/pytest-watch,2023-09-28 21:11:23.665,97381.0,3.0,,,,,,,,,,,,,,,,,,
186,redbaron,pycqa/redbaron,refactoring,Bottom-up approach to refactoring in python.,,https://github.com/PyCQA/redbaron,https://github.com/PyCQA/redbaron,,2014-03-23 05:34:39.000,2022-01-29 21:54:37.000000,2021-12-09 03:12:36,1672.0,,74.0,28.0,106.0,48.0,682.0,2019-03-17 19:03:54.000,0.9.2,6.0,34.0,23,False,,68.0,redbaron,,,,44392.0,644.0,644.0,https://pypi.org/project/redbaron,44392.0,,,,3.0,,,,,,,,,,,,,,,,,,
187,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,https://github.com/conda/constructor,,2016-02-12 06:52:50.000,2024-03-18 16:33:18.000000,2024-03-11 22:02:33,1158.0,18.0,158.0,33.0,426.0,312.0,434.0,2024-03-05 11:19:44.000,3.7.0,24.0,70.0,23,False,,27.0,,constructor,,276.0,107.0,17.0,17.0,,,https://anaconda.org/anaconda/constructor,2024-02-01 20:23:48.358,9925.0,3.0,,,,,,,,,,,,,,,,,,
188,add-trailing-comma,asottile/add-trailing-comma,refactoring,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,,https://github.com/asottile/add-trailing-comma,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000,2024-03-20 13:28:59.000000,2024-03-20 13:28:58,485.0,10.0,22.0,5.0,210.0,58.0,332.0,2023-08-30 17:27:37.000,3.1.0,41.0,11.0,23,True,,,add-trailing-comma,,,,74566.0,22.0,,https://pypi.org/project/add-trailing-comma,74566.0,,,,3.0,2023-08-30 17:27:37.000,22.0,,,,,,,,,,,,,,,,
189,baron,PyCQA/baron,refactoring,"IDE allow you to refactor code, Baron allows you to write refactoring code.",,https://github.com/PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000,2021-12-09 03:34:37.000000,2021-12-09 03:33:22,1505.0,,52.0,15.0,100.0,30.0,285.0,2021-12-09 03:33:32.000,0.10.1,21.0,33.0,23,False,,46.0,baron,,,,46843.0,410.0,351.0,https://pypi.org/project/baron,46843.0,,,,3.0,2021-12-09 03:33:32.000,59.0,,,,,,,,,,,,,,,,
190,xenon,rubik/xenon,code-metrics,Monitoring tool based on radon.,,https://github.com/rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2023-11-07 20:23:38.000000,2023-08-12 17:19:26,116.0,,21.0,6.0,17.0,28.0,232.0,2023-08-12 17:24:35.000,0.9.1,22.0,10.0,23,True,,8.0,xenon,conda-forge/xenon,,,168541.0,1280.0,1192.0,https://pypi.org/project/xenon,168253.0,https://anaconda.org/conda-forge/xenon,2023-06-16 13:23:09.938,22203.0,3.0,2023-08-12 17:24:35.000,88.0,,,,,,,,,,,,,,,,
191,sphinx-markdown-builder,clayrisser/sphinx-markdown-builder,documentation,DISCONTINUED: sphinx builder that outputs markdown files. The active version of this project is now being maintained..,,https://github.com/clayrisser/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2024-01-16 09:57:00.000000,2023-06-24 21:25:38,106.0,,46.0,7.0,27.0,39.0,164.0,2024-01-16 09:57:00.000,0.6.6,30.0,19.0,23,True,,,sphinx-markdown-builder,,['sphinx'],,63575.0,91.0,,https://pypi.org/project/sphinx-markdown-builder,63575.0,,,,3.0,2024-01-16 09:57:00.000,91.0,,,,,,,,,,,,,,,,
192,flake8-builtins,gforcada/flake8-builtins,linters,Check for python builtins being used as variables or parameters.,,https://github.com/gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2024-03-20 02:03:08.000000,2024-02-25 21:38:13,327.0,2.0,22.0,5.0,76.0,46.0,111.0,,,20.0,19.0,23,True,,1.0,flake8-builtins,conda-forge/flake8-builtins,['flake8'],,924838.0,10255.0,10255.0,https://pypi.org/project/flake8-builtins,910962.0,https://anaconda.org/conda-forge/flake8-builtins,2023-11-03 15:56:08.359,235904.0,3.0,,,,,,,,,,,,,,,,,,
193,xxh,xxh/xxh,shell,"Bring your favorite shell wherever you go through the ssh. Xonsh shell, fish, zsh, osquery and so on.",,https://github.com/xxh/xxh,https://github.com/xxh/xxh,BSD-2-Clause,2019-11-03 12:04:13.000,2024-03-05 10:27:30.000000,2024-03-05 10:27:30,774.0,2.0,99.0,43.0,59.0,62.0,4918.0,2022-09-29 10:18:30.000,0.8.12,89.0,26.0,22,True,,23.0,xxh-xxh,,,2269.0,903.0,83.0,83.0,https://pypi.org/project/xxh-xxh,857.0,,,,3.0,,,,,,,,,,,,,,,,,,
194,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,,2011-10-14 11:56:14.000,2024-02-17 16:34:34.000000,2023-10-23 14:35:37,718.0,,350.0,80.0,163.0,116.0,4177.0,,,12.0,103.0,22,False,,120.0,memory_profiler,conda-forge/memory_profiler,,,1579186.0,,,https://pypi.org/project/memory_profiler,1574048.0,https://anaconda.org/conda-forge/memory_profiler,2023-06-16 13:17:34.885,482979.0,3.0,,,,,,,,-7.0,,,,,,,,,,
195,vprof,nvdv/vprof,profiling,Visual profiler for Python.,,https://github.com/nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2022-07-15 07:43:03.000000,2022-07-15 07:43:03,620.0,,154.0,71.0,32.0,57.0,3945.0,,,19.0,17.0,22,False,,29.0,vprof,,,,4330.0,117.0,117.0,https://pypi.org/project/vprof,4330.0,,,,3.0,,,,,,,,,,,,,,,,,,
196,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,,2019-12-10 22:26:33.000,2024-02-13 00:30:47.000000,2023-12-05 18:58:24,421.0,,112.0,14.0,162.0,52.0,2440.0,2023-11-02 23:39:51.000,4.1.2,16.0,43.0,22,False,,39.0,line_profiler,conda-forge/line_profiler,,,549854.0,,,https://pypi.org/project/line_profiler,535964.0,https://anaconda.org/conda-forge/line_profiler,2023-09-27 21:27:52.775,555635.0,3.0,,,,,,,,,,,,,,,,,,
197,pyt,python-security/pyt,security,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,,https://github.com/python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000,2020-12-25 03:47:37.000000,2020-03-08 21:43:06,1576.0,,230.0,68.0,116.0,78.0,2161.0,2018-11-01 16:02:57.000,0.42,1.0,22.0,22,False,,24.0,python-taint,,,118.0,2959.0,99.0,99.0,https://pypi.org/project/python-taint,2958.0,,,,3.0,,,,,,,,,,,,,,,,,,
198,Bowler,facebookincubator/Bowler,refactoring,Safe code refactoring for modern Python.,,https://github.com/facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2024-03-20 15:47:57.000000,2023-01-20 18:08:14,186.0,,89.0,40.0,77.0,34.0,1507.0,,,5.0,27.0,22,False,,38.0,bowler,conda-forge/bowler,,,88069.0,,,https://pypi.org/project/bowler,87786.0,https://anaconda.org/conda-forge/bowler,2023-06-16 16:11:48.791,18165.0,3.0,,,,,,,,,,,,,,,,,,
199,pyflow,David-OConnor/pyflow,dependency-managers,An installation and dependency system for Python.,,https://github.com/David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2023-03-07 21:30:59.000000,2022-03-11 18:31:51,368.0,,46.0,24.0,55.0,73.0,1307.0,2021-07-02 13:17:04.000,0.3.1,26.0,28.0,22,False,,64.0,pyflow,,,6747.0,706.0,43.0,42.0,https://pypi.org/project/pyflow,584.0,,,,3.0,2021-07-02 13:17:04.000,1.0,,,,,,,,,,,,,,,,
200,python-devtools,samuelcolvin/python-devtools,logging,Dev tools for python.,,https://github.com/samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000,2024-01-26 19:10:51.000000,2024-01-26 19:10:51,133.0,1.0,49.0,10.0,98.0,39.0,924.0,2023-09-03 16:53:31.000,0.12.2,18.0,13.0,22,True,,22.0,python-devtools,conda-forge/python-devtools,,,1755.0,4623.0,4622.0,https://pypi.org/project/python-devtools,1143.0,https://anaconda.org/conda-forge/python-devtools,2023-09-06 00:26:02.432,21437.0,3.0,2017-08-21 10:32:25.000,1.0,,,,,,,,,,,,,,,,
201,pycco,pycco-docs/pycco,documentation,Literate-style documentation generator.,,https://github.com/pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2023-06-12 20:15:00.000000,2019-12-20 19:59:49,222.0,,138.0,16.0,66.0,28.0,839.0,2018-07-25 01:35:11.000,0.6.0,4.0,36.0,22,False,,31.0,pycco,,,,3325.0,325.0,325.0,https://pypi.org/project/pycco,3325.0,,,,3.0,,,,,,,,,,,,,,,,,,
202,pytest-docker,avast/pytest-docker,testing,Docker-based integration tests.,,https://github.com/avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000,2024-02-02 09:18:18.000000,2024-02-02 09:17:41,87.0,14.0,62.0,9.0,63.0,37.0,386.0,2024-02-02 09:18:18.000,3.1.1,18.0,23.0,22,True,,10.0,pytest-docker,,['pytest'],134.0,177765.0,,,https://pypi.org/project/pytest-docker,177763.0,,,,3.0,,,,,,,,,,,,,,,,,,
203,mkdocs-with-pdf,orzih/mkdocs-with-pdf,documentation,Generate a single PDF file from MkDocs repository.,,https://github.com/orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2023-06-08 09:34:08.000000,2021-10-14 20:29:54,188.0,,70.0,10.0,50.0,44.0,292.0,2021-07-03 02:09:02.000,0.9.3,27.0,6.0,22,False,,55.0,mkdocs-with-pdf,,['mkdocs'],,41819.0,485.0,485.0,https://pypi.org/project/mkdocs-with-pdf,41819.0,,,,3.0,,,,,,,,,,,,,,,,,,
204,unimport,hakancelik96/unimport,refactoring,The ultimate linter and formatter for removing unused import statements in your code.,,https://github.com/hakancelikdev/unimport,https://github.com/hakancelikdev/unimport,MIT,2019-09-08 09:49:24.000,2024-01-07 09:46:41.000000,2024-01-07 09:46:36,493.0,4.0,22.0,5.0,185.0,107.0,238.0,2023-12-24 07:42:09.000,1.2.1,57.0,16.0,22,True,hakancelikdev/unimport,10.0,unimport,,,,22632.0,16.0,,https://pypi.org/project/unimport,22632.0,,,,3.0,2023-12-24 07:42:09.000,16.0,,,,,,,,,,,,,,,,
205,lazydocs,ml-tooling/lazydocs,documentation,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,,https://github.com/ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000,2024-03-14 12:05:01.000000,2024-01-16 13:20:10,156.0,1.0,37.0,8.0,41.0,27.0,171.0,2021-07-27 09:00:22.000,0.4.8,13.0,11.0,22,True,,2.0,lazydocs,,,,12540.0,212.0,212.0,https://pypi.org/project/lazydocs,12540.0,,,,3.0,,,,,,,,,,,,,,,,,,
206,flake8-commas,PyCQA/flake8-commas,linters,Flake8 extension for enforcing trailing commas in python.,,https://github.com/PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,,2015-12-16 09:25:13.000,2021-10-13 19:25:52.000000,2021-10-13 19:25:45,176.0,,27.0,5.0,38.0,26.0,128.0,,,,12.0,22,False,,5.0,flake8-commas,,['flake8'],,473576.0,17409.0,17409.0,https://pypi.org/project/flake8-commas,473576.0,,,,3.0,,,,,,,,,,,,,,,,,,
207,pip-run,jaraco/pip-run,dependency-managers,pip-run - dynamic dependency loader for Python.,,https://github.com/jaraco/pip-run,https://github.com/jaraco/pip-run,MIT,2016-01-25 01:59:13.000,2024-02-24 01:48:41.000000,2024-02-23 21:17:46,879.0,35.0,21.0,8.0,27.0,67.0,124.0,2024-02-10 14:29:57.000,12.6.1,62.0,23.0,22,True,,5.0,pip-run,,,,16198.0,3.0,,https://pypi.org/project/pip-run,16198.0,,,,3.0,2024-02-10 14:29:40.000,3.0,,,,,,,,,,,,,,,,
208,pyenv-virtualenv,pyenv/pyenv-virtualenv,virtual-envs,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,,https://github.com/pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2024-02-20 05:31:02.000000,2024-02-12 09:58:27,506.0,1.0,387.0,74.0,137.0,230.0,5981.0,2023-07-30 13:52:49.000,1.2.2,10.0,61.0,21,True,,105.0,,,,,,21.0,21.0,,,,,,3.0,,,,,,,,,,,,,,,,,,
209,Profiling,what-studio/profiling,profiling,Was an interactive continuous Python profiler.,,https://github.com/what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2020-08-24 01:31:58.000000,2020-08-24 01:31:58,433.0,,112.0,74.0,25.0,20.0,2963.0,2015-12-25 11:58:18.000,0.1.1,2.0,18.0,21,False,,15.0,profiling,,,,1661.0,69.0,69.0,https://pypi.org/project/profiling,1661.0,,,,3.0,,,,,,,,,,,,,,,,,,
210,sixpack,sixpack/sixpack,testing,Sixpack is a language-agnostic a/b-testing framework.,,https://github.com/sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2022-08-21 18:43:32.000000,2020-08-26 00:32:16,828.0,,182.0,71.0,170.0,128.0,1754.0,2017-07-24 08:26:03.000,2.5.0,13.0,56.0,21,False,,67.0,sixpack,,,,147.0,11.0,11.0,https://pypi.org/project/sixpack,147.0,,,,3.0,,,,,,,,,,,,,,,,,,
211,pyannotate,dropbox/pyannotate,refactoring,Auto-generate PEP-484 annotations.,,https://github.com/dropbox/pyannotate,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000,2022-07-03 08:24:17.000000,2021-10-12 20:53:49,95.0,,62.0,26.0,63.0,33.0,1407.0,2019-09-16 15:37:03.000,1.2.0,9.0,17.0,21,False,,34.0,pyannotate,,,,6240.0,164.0,132.0,https://pypi.org/project/pyannotate,6240.0,,,,3.0,2019-09-16 15:37:03.000,32.0,,,,,,,,,,,,,,,,
212,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2023-11-15 19:49:03.000000,2022-07-24 14:45:54,478.0,,83.0,10.0,61.0,53.0,1136.0,,,5.0,30.0,21,False,,47.0,pympler,conda-forge/pympler,,,1451036.0,,,https://pypi.org/project/pympler,1446257.0,https://anaconda.org/conda-forge/pympler,2023-06-16 13:20:11.899,401446.0,3.0,,,,,,,,,,,,,,,,,,
213,python-hunter,ionelmc/python-hunter,debugging,Hunter is a flexible code tracing toolkit.,,https://github.com/ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2023-09-30 00:54:39.787000,2023-04-26 09:11:54,1074.0,,45.0,14.0,21.0,54.0,778.0,2022-09-11 00:45:22.000,3.3.5,51.0,9.0,21,True,,43.0,hunter,conda-forge/hunter,,,16001.0,170.0,170.0,https://pypi.org/project/hunter,14195.0,https://anaconda.org/conda-forge/hunter,2023-09-30 00:54:39.787,57816.0,3.0,,,,,,,,,,,,,,,,,,
214,Fixit,Instagram/Fixit,linters,Advanced Python linting framework with auto-fixes and hierarchical configuration that makes it easy to write custom..,,https://github.com/Instagram/Fixit,https://github.com/Instagram/Fixit,,2020-02-20 19:09:01.000,2024-03-05 02:03:45.000000,2024-03-05 02:03:38,335.0,9.0,58.0,27.0,319.0,84.0,644.0,,,,41.0,21,False,,28.0,fixit,,,,62438.0,63.0,63.0,https://pypi.org/project/fixit,62438.0,,,,3.0,,,,,,,,,,,,,,,,,,
215,python-manhole,ionelmc/python-manhole,debugging,Debugging manhole for python applications.,,https://github.com/ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2023-12-18 17:23:41.000000,2023-12-18 17:23:36,498.0,,23.0,10.0,44.0,15.0,362.0,2021-03-24 19:56:29.000,1.7.0,14.0,11.0,21,True,,7.0,manhole,conda-forge/manhole,,,23433.0,276.0,276.0,https://pypi.org/project/manhole,22830.0,https://anaconda.org/conda-forge/manhole,2023-06-16 19:26:54.777,19323.0,3.0,,,,,,,,,,,,,,,,,,
216,mkdocs-pdf-export-plugin,zhaoterryy/mkdocs-pdf-export-plugin,documentation,An MkDocs plugin to export content pages as PDF files.,,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2023-07-28 19:56:59.000000,2021-10-05 01:31:10,72.0,,43.0,19.0,32.0,46.0,306.0,2020-07-23 01:35:39.000,0.5.8,5.0,11.0,21,False,,42.0,mkdocs-pdf-export-plugin,,['mkdocs'],,27531.0,761.0,761.0,https://pypi.org/project/mkdocs-pdf-export-plugin,27531.0,,,,3.0,,,,,,,,,,,,,,,,,,
217,pandas-vet,deppen8/pandas-vet,linters,A plugin for Flake8 that checks pandas code.,,https://github.com/deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2023-08-11 17:41:30.000000,2023-08-11 15:07:51,233.0,,17.0,6.0,83.0,41.0,165.0,2023-08-11 15:10:29.000,2023.8.2,7.0,14.0,21,True,,11.0,pandas-vet,conda-forge/pandas-vet,['flake8'],73.0,54943.0,436.0,436.0,https://pypi.org/project/pandas-vet,54245.0,https://anaconda.org/conda-forge/pandas-vet,2023-08-11 17:40:05.281,17433.0,3.0,,,,,,,,,,,,,,,,,,
218,mkdocs-print-site-plugin,timvink/mkdocs-print-site-plugin,documentation,"MkDocs Plugin that adds an additional page that combines all pages, allowing easy exports to PDF and standalone HTML.",,https://github.com/timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000,2024-01-23 20:29:47.000000,2024-01-23 20:29:17,235.0,6.0,16.0,4.0,12.0,73.0,112.0,2023-08-28 07:28:44.000,2.3.6,41.0,6.0,21,True,,14.0,mkdocs-print-site-plugin,,['mkdocs'],,20841.0,289.0,289.0,https://pypi.org/project/mkdocs-print-site-plugin,20841.0,,,,3.0,,,,,,,,,,,,,,,,,,
219,pyrasite,lmacken/pyrasite,debugging,Inject code into running Python processes.,,https://github.com/lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2023-10-08 18:16:39.000000,2023-10-08 18:16:39,353.0,,204.0,58.0,44.0,16.0,2757.0,,,,24.0,20,True,,41.0,pyrasite,,,,6507.0,56.0,56.0,https://pypi.org/project/pyrasite,6507.0,,,,3.0,,,,,,,,,,,,,,,,,,
