,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,conda_id,labels,pypi_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,conda_forge
166,flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,,Flake8 plugin to find commented out or dead code.,linters,24,True,wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000000,2022-01-10 09:25:24.000000,2022-01-10 09:25:22.000000,335.0,16.0,7.0,4.0,204.0,27.0,215.0,2021-10-19 12:43:12.000000,1.2.0,12.0,13.0,1.0,,['flake8'],flake8-eradicate,65.0,,https://pypi.org/project/flake8-eradicate,2021-10-19 12:43:12.000000,65.0,209923.0,209923.0,,,,3.0,,,,,,,,,,,,,,,,,,,
167,asteval,https://github.com/newville/asteval,,minimalistic evaluator of python expression using ast module.,ast,24,True,newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000000,2022-01-06 13:22:58.000000,2022-01-06 13:22:40.000000,420.0,3.0,32.0,10.0,47.0,46.0,128.0,2021-06-22 12:00:47.000000,0.9.25,25.0,19.0,7.0,conda-forge/asteval,,asteval,873.0,713.0,https://pypi.org/project/asteval,2021-06-22 12:00:47.000000,160.0,111577.0,114014.0,https://anaconda.org/conda-forge/asteval,2021-02-27 14:24:12.922000,153585.0,3.0,,,,,,,,,,,,,,,,,,,
168,vprof,https://github.com/nvdv/vprof,,Visual profiler for Python.,profiling,23,True,nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000000,2021-02-20 07:50:28.000000,2021-02-20 07:47:40.000000,619.0,,167.0,74.0,31.0,56.0,3808.0,2018-06-24 14:16:36.000000,0.37.6,24.0,17.0,26.0,,,vprof,103.0,87.0,https://pypi.org/project/vprof,2020-02-29 13:31:59.000000,16.0,3345.0,3345.0,,,,3.0,,,,,,,,,,,,,,,,,,,
169,pyt,https://github.com/python-security/pyt,,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,security,23,False,python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000000,2020-12-25 03:47:37.000000,2020-03-08 21:43:06.000000,1576.0,,227.0,73.0,116.0,76.0,2061.0,2018-11-01 16:02:57.000000,0.42,15.0,22.0,21.0,,,python-taint,68.0,56.0,https://pypi.org/project/python-taint,2018-11-01 16:02:04.000000,12.0,2647.0,2648.0,,,,3.0,,71.0,,,,,,,,,,,,,,,,,
170,Bowler,https://github.com/facebookincubator/Bowler,,Safe code refactoring for modern Python.,refactoring,23,True,facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000000,2021-12-30 11:53:38.000000,2021-09-01 18:41:12.000000,183.0,,88.0,28.0,72.0,34.0,1349.0,2020-09-17 01:55:39.000000,0.9.0,8.0,26.0,46.0,conda-forge/bowler,,bowler,7.0,,https://pypi.org/project/bowler,2020-09-17 01:55:39.000000,7.0,39089.0,39388.0,https://anaconda.org/conda-forge/bowler,2019-06-12 18:37:14.246000,11398.0,3.0,,,,,,,,,,,,,,,,,,,
171,beartype,https://github.com/beartype/beartype,,Unbearably fast O(1) runtime type-checking in pure Python.,linters,23,True,beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000000,2022-01-13 08:17:01.000000,2022-01-13 08:18:25.000000,530.0,72.0,18.0,7.0,16.0,54.0,1020.0,2021-11-06 06:22:43.000000,0.9.1,16.0,9.0,10.0,conda-forge/beartype,,beartype,23.0,,https://pypi.org/project/beartype,2021-11-06 06:22:43.000000,23.0,39791.0,40294.0,https://anaconda.org/conda-forge/beartype,2021-11-06 11:46:27.962000,9573.0,3.0,,,,,,,,,,,,,,,,,,,
172,pynsist,https://github.com/takluyver/pynsist,,Build Windows installers for Python applications.,packaging,23,True,takluyver/pynsist,https://github.com/takluyver/pynsist,MIT,2014-03-30 19:11:21.000000,2022-01-13 11:17:04.000000,2021-12-01 21:13:53.000000,550.0,3.0,101.0,33.0,86.0,134.0,741.0,2020-07-03 08:11:24.000000,2.5.1,21.0,29.0,25.0,,,pynsist,47.0,,https://pypi.org/project/pynsist,2021-03-28 16:28:58.000000,47.0,1559.0,1559.0,,,,3.0,,,,,,,,,,,,,,,,,,,
173,snoop,https://github.com/alexmojaki/snoop,,"A powerful set of Python debugging tools, based on PySnooper.",debugging,23,True,alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000000,2021-11-11 16:57:18.000000,2021-11-11 16:24:42.000000,418.0,11.0,24.0,15.0,12.0,20.0,680.0,2021-11-11 16:57:18.000000,0.4.1,12.0,21.0,18.0,,,snoop,12.0,,https://pypi.org/project/snoop,2021-11-11 16:57:18.000000,12.0,15925.0,15925.0,,,,3.0,,,,,,,,,,,,,,,,,,,
174,constructor,https://github.com/conda/constructor,,tool for creating installers from conda packages.,packaging,23,True,conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000000,2022-01-11 13:30:39.000000,2022-01-11 13:28:28.000000,979.0,20.0,134.0,28.0,235.0,200.0,335.0,2022-01-04 16:33:51.000000,3.2.2,37.0,49.0,58.0,constructor,,,12.0,12.0,,,,,78.0,https://anaconda.org/anaconda/constructor,2021-04-01 17:48:58.348000,5063.0,3.0,,225.0,,,,,,,,,,,,,,,,,
175,check-manifest,https://github.com/mgedmin/check-manifest,,Tool to check the completeness of MANIFEST.in for Python packages.,linters,23,True,mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000000,2021-10-16 09:35:31.000000,2021-10-16 09:35:29.000000,527.0,1.0,31.0,5.0,59.0,72.0,248.0,,,41.0,20.0,16.0,conda-forge/check-manifest,,check-manifest,9499.0,7010.0,https://pypi.org/project/check-manifest,2021-09-22 09:08:46.000000,2489.0,134408.0,135412.0,https://anaconda.org/conda-forge/check-manifest,2021-09-22 11:40:52.389000,37162.0,3.0,,,,,,,,,,,,,,,,,,,
176,mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,,An MkDocs plugin to export content pages as PDF files.,documentation,23,True,zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000000,2022-01-13 00:51:00.000000,2021-10-05 01:31:10.000000,72.0,,34.0,17.0,29.0,45.0,224.0,2021-10-05 01:33:27.000000,0.5.10,24.0,11.0,41.0,,['mkdocs'],mkdocs-pdf-export-plugin,193.0,189.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2021-10-05 01:33:27.000000,4.0,12146.0,12146.0,,,,3.0,,,,,,,,,,,,,,,,,,,
177,releases,https://github.com/bitprophet/releases,,A powerful Sphinx changelog-generating extension.,documentation,23,True,bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000000,2021-12-15 14:41:21.229000,2021-09-24 20:54:11.000000,522.0,,36.0,5.0,26.0,43.0,159.0,2020-01-11 00:29:49.000000,1.6.3,33.0,10.0,33.0,,['sphinx'],releases,773.0,408.0,https://pypi.org/project/releases,2020-01-11 00:29:49.000000,365.0,12459.0,12459.0,,,,3.0,,,,,,,,,,,,,,,,,,,
178,flake8-commas,https://github.com/PyCQA/flake8-commas,,Flake8 extension for enforcing trailing commas in python.,linters,23,True,PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,MIT,2015-12-16 09:25:13.000000,2021-10-13 19:25:52.000000,2021-10-13 19:25:45.000000,176.0,,23.0,3.0,38.0,26.0,128.0,2021-10-13 19:25:39.000000,2.1.0,20.0,12.0,5.0,,['flake8'],flake8-commas,334.0,,https://pypi.org/project/flake8-commas,2021-10-13 19:25:39.000000,334.0,215394.0,215394.0,,,,3.0,,,,,,,,,,,,,,,,,,,
179,better-exceptions,https://github.com/Qix-/better-exceptions,,"Pretty and useful exceptions in Python, automatically.",logging,22,True,Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000000,2021-10-19 01:43:50.000000,2021-10-19 01:43:50.000000,99.0,1.0,195.0,74.0,53.0,41.0,4096.0,2021-01-29 16:48:55.000000,0.3.3,16.0,15.0,29.0,,,better-exceptions,58.0,,https://pypi.org/project/better-exceptions,2021-01-29 16:48:55.000000,58.0,25284.0,25284.0,,,,3.0,,,,,,,,,,,,,,,,,,,
180,Profiling,https://github.com/what-studio/profiling,,Was an interactive continuous Python profiler.,profiling,22,False,what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000000,2021-12-15 15:24:47.133000,2020-08-24 01:31:58.000000,433.0,,120.0,75.0,25.0,20.0,2991.0,2017-06-28 06:10:16.000000,0.1.3,4.0,18.0,17.0,,,profiling,50.0,45.0,https://pypi.org/project/profiling,2021-12-15 15:24:47.133000,5.0,5576.0,5576.0,,,,3.0,,,,,,,,,,,,,,,,,,,
181,PrettyErrors,https://github.com/onelivesleft/PrettyErrors,,Prettify Python exception output to make it legible.,logging,22,True,onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000000,2021-11-24 14:38:57.000000,2021-11-24 14:32:14.000000,130.0,1.0,71.0,29.0,10.0,36.0,2424.0,2021-11-24 14:32:07.000000,1.2.25,48.0,5.0,1.0,,,pretty_errors,39.0,,https://pypi.org/project/pretty_errors,2021-11-24 14:32:07.000000,39.0,22011.0,22011.0,,,,3.0,,,,,,,,,,,,,,,,,,,
182,sixpack,https://github.com/sixpack/sixpack,,Sixpack is a language-agnostic a/b-testing framework.,testing,22,False,sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000000,2021-08-03 05:52:12.000000,2020-08-26 00:32:16.000000,828.0,,185.0,73.0,167.0,125.0,1721.0,2017-11-22 14:27:35.000000,2.7.0,37.0,56.0,88.0,,,sixpack,14.0,10.0,https://pypi.org/project/sixpack,2017-11-22 14:27:35.000000,4.0,291.0,291.0,,,,3.0,,,,,,,,,,,,,,,,,,,
183,Birdseye,https://github.com/alexmojaki/birdseye,,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,debugging,22,True,alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000000,2021-11-11 16:04:25.000000,2021-11-11 16:04:02.000000,412.0,3.0,70.0,47.0,47.0,32.0,1444.0,2021-11-11 16:04:25.000000,0.9.3,38.0,10.0,18.0,,,birdseye,3.0,,https://pypi.org/project/birdseye,2021-11-11 16:04:25.000000,3.0,1358.0,1358.0,,,,3.0,,,,,,,,,,,,,,,,,,,
184,stackprinter,https://github.com/cknd/stackprinter,,Debugging-friendly exceptions for Python.,logging,22,True,cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000000,2021-03-18 20:44:50.000000,2021-01-01 18:48:26.000000,159.0,,33.0,8.0,26.0,15.0,1152.0,2020-10-31 13:10:42.000000,0.2.5,14.0,6.0,11.0,,,stackprinter,106.0,86.0,https://pypi.org/project/stackprinter,2020-10-31 13:06:59.000000,20.0,303934.0,303934.0,,,,3.0,,,,,,,,,,,,,,,,,,,
185,blacken-docs,https://github.com/asottile/blacken-docs,,Run `black` on python code blocks in documentation files.,documentation,22,True,asottile/blacken-docs,https://github.com/asottile/blacken-docs,MIT,2018-06-03 02:48:01.000000,2022-01-10 22:34:12.000000,2022-01-10 22:34:11.000000,218.0,21.0,20.0,5.0,98.0,36.0,304.0,2021-11-19 00:15:07.000000,1.12.0,21.0,13.0,3.0,conda-forge/blacken-docs,,blacken-docs,16.0,,https://pypi.org/project/blacken-docs,2021-11-19 00:15:07.000000,16.0,14856.0,15913.0,https://anaconda.org/conda-forge/blacken-docs,2021-11-19 03:21:02.811000,19038.0,3.0,,,,,,,,,,,,,,,,,,,
186,add-trailing-comma,https://github.com/asottile/add-trailing-comma,,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,refactoring,22,True,asottile/add-trailing-comma,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000000,2022-01-10 22:31:06.000000,2022-01-10 22:31:06.000000,307.0,32.0,14.0,5.0,127.0,37.0,208.0,2021-11-20 18:06:22.000000,2.2.1,32.0,9.0,1.0,,,add-trailing-comma,11.0,,https://pypi.org/project/add-trailing-comma,2021-11-20 18:06:22.000000,11.0,16607.0,16607.0,,,,3.0,,,,,,,,,,,,,,,,,,,
187,nitpick,https://github.com/andreoliwa/nitpick,,Enforce the same settings on multiple projects.,linters,22,True,andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000000,2022-01-13 09:07:37.000000,2022-01-13 09:07:36.000000,636.0,60.0,13.0,3.0,345.0,64.0,207.0,2021-11-08 00:58:03.000000,0.29.0,45.0,13.0,32.0,,['flake8'],nitpick,3.0,,https://pypi.org/project/nitpick,2021-11-08 00:58:00.000000,3.0,11336.0,11336.0,,,,3.0,,4.0,,,,,,,,,,,,,,,,,
188,mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,,An MkDocs plugin that simplifies configuring page titles and their order.,documentation,22,True,lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000000,2021-12-27 19:37:52.000000,2021-12-27 19:37:29.000000,66.0,11.0,20.0,7.0,10.0,39.0,207.0,2021-11-22 17:59:06.000000,2.6.1,19.0,3.0,7.0,,['mkdocs'],mkdocs-awesome-pages-plugin,60.0,,https://pypi.org/project/mkdocs-awesome-pages-plugin,2021-11-22 17:53:48.000000,60.0,36094.0,36094.0,,,,3.0,,,,,,,,,,,,,,,,,,,
189,data-science-types,https://github.com/predictive-analytics-lab/data-science-types,,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",linters,22,True,predictive-analytics-lab/data-science-types,https://github.com/predictive-analytics-lab/data-science-types,Apache-2.0,2019-09-20 11:45:49.000000,2021-02-16 17:29:01.000000,2021-02-16 17:29:00.000000,446.0,,57.0,9.0,171.0,23.0,186.0,2021-02-16 16:47:31.000000,0.2.23,26.0,44.0,39.0,,,data-science-types,168.0,160.0,https://pypi.org/project/data-science-types,2021-02-16 16:45:03.000000,8.0,34333.0,34333.0,,,,3.0,,,,,,,,,,,,,,,,,,,
190,xdoctest,https://github.com/Erotemic/xdoctest,,A rewrite of Pythons builtin doctest module (with pytest plugin integration) with AST instead of REGEX.,testing,22,True,Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000000,2021-12-20 22:57:51.000000,2021-12-20 22:57:18.000000,676.0,1.0,7.0,4.0,78.0,20.0,130.0,2021-10-06 11:58:58.000000,0.15.10,62.0,7.0,17.0,,,xdoctest,2020.0,1958.0,https://pypi.org/project/xdoctest,2021-10-06 11:58:58.000000,62.0,95824.0,95824.0,,,,3.0,,,,,,,,,,,,,,,,,,,conda-forge/xdoctest
191,memory_profiler,https://github.com/fabianp/memory_profiler,,Monitor Memory usage of Python code.,profiling,22,False,fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2016-05-26 17:45:08.632000,2021-12-19 14:16:49.287000,2018-06-28 13:35:12.000000,500.0,,13.0,4.0,,,67.0,2018-08-16 03:16:49.000000,0.54.0,52.0,61.0,,conda-forge/memory_profiler,,memory_profiler,268.0,,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000000,268.0,417461.0,419638.0,https://anaconda.org/conda-forge/memory_profiler,2021-12-19 14:16:49.287000,148051.0,3.0,,,,,,,,,,,,,,,,,,,
192,pyrasite,https://github.com/lmacken/pyrasite,,Inject code into running Python processes.,debugging,21,False,lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000000,2021-06-04 01:31:20.000000,2017-03-13 17:42:17.000000,340.0,,190.0,59.0,44.0,15.0,2600.0,,,13.0,20.0,40.0,,,pyrasite,44.0,38.0,https://pypi.org/project/pyrasite,2012-05-09 19:11:33.000000,6.0,22230.0,22230.0,,,,3.0,,,,,,,,,,,,,,,,,,,
193,pyannotate,https://github.com/dropbox/pyannotate,,Auto-generate PEP-484 annotations.,refactoring,21,True,dropbox/pyannotate,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000000,2021-10-12 20:53:52.000000,2021-10-12 20:53:49.000000,95.0,,54.0,28.0,61.0,33.0,1256.0,2019-09-16 15:37:03.000000,1.2.0,9.0,17.0,26.0,,,pyannotate,84.0,66.0,https://pypi.org/project/pyannotate,2019-09-16 15:37:03.000000,18.0,2922.0,2922.0,,,,3.0,,,,,,,,,,,,,,,,,,,
194,wily,https://github.com/tonybaloney/wily,,"A Python application for tracking, reporting on timing and complexity in Python code.",code-metrics,21,True,tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000000,2021-12-06 12:07:14.000000,2021-07-01 09:03:43.000000,703.0,,45.0,24.0,62.0,52.0,838.0,2020-09-02 06:33:11.000000,1.19.0,46.0,16.0,28.0,,,wily,9.0,,https://pypi.org/project/wily,2021-07-01 08:25:50.000000,9.0,11172.0,11172.0,,,,3.0,,,,,,,,,,,,,,,,,,,
195,pycco,https://github.com/pycco-docs/pycco,,Literate-style documentation generator.,documentation,21,False,pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000000,2021-03-29 17:53:40.000000,2019-12-20 19:59:49.000000,222.0,,143.0,15.0,64.0,28.0,764.0,2018-07-25 01:42:48.000000,0.6.0,11.0,36.0,29.0,,,pycco,357.0,244.0,https://pypi.org/project/pycco,2018-07-25 01:42:48.000000,113.0,1012.0,1012.0,,,,3.0,,,,,,,,,,,,,,,,,,,
196,pytest-testmon,https://github.com/tarpas/pytest-testmon,,Selects tests affected by changed files. Continous test runner when used with pytest-watch.,testing,21,True,tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,AGPL-3.0,2015-02-02 14:21:10.000000,2021-10-22 07:06:32.000000,2021-10-22 07:00:49.000000,287.0,2.0,29.0,13.0,63.0,88.0,505.0,2021-10-22 07:01:51.000000,1.2.2,39.0,16.0,28.0,conda-forge/pytest-testmon,['pytest'],pytest-testmon,54.0,,https://pypi.org/project/pytest-testmon,2021-10-22 07:01:51.000000,54.0,92823.0,93530.0,https://anaconda.org/conda-forge/pytest-testmon,2019-08-03 00:17:17.063000,33241.0,3.0,,,,,,,,,,,,,,,,,,,
197,Fixit,https://github.com/Instagram/Fixit,,"Fixit is a Python Lint Framework based on LibCST. It comes with useful default lint rules for coding convention,..",linters,21,True,Instagram/Fixit,https://github.com/Instagram/Fixit,MIT,2020-02-20 19:09:01.000000,2022-01-07 18:45:23.000000,2022-01-07 16:44:16.000000,166.0,7.0,41.0,15.0,162.0,25.0,291.0,2021-07-31 16:17:24.000000,0.1.4,6.0,29.0,32.0,,,fixit,16.0,14.0,https://pypi.org/project/fixit,2021-07-30 20:35:02.000000,2.0,6412.0,6412.0,,,,3.0,,,,,,,,,,,,,,,,,,,
198,xenon,https://github.com/rubik/xenon,,Monitoring tool based on radon.,code-metrics,21,True,rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000000,2021-09-03 15:36:06.000000,2021-09-03 15:36:04.000000,108.0,,16.0,5.0,12.0,25.0,199.0,2021-09-03 15:34:36.000000,0.8.0,20.0,8.0,7.0,conda-forge/xenon,,xenon,354.0,285.0,https://pypi.org/project/xenon,2021-09-03 15:34:36.000000,69.0,47743.0,48022.0,https://anaconda.org/conda-forge/xenon,2019-10-12 20:39:43.883000,14252.0,3.0,,,,,,,,,,,,,,,,,,,
199,pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,virtual-envs,20,True,pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000000,2021-12-18 16:12:23.000000,2021-11-13 23:30:56.000000,478.0,3.0,308.0,72.0,112.0,196.0,4679.0,2019-02-14 00:27:42.000000,1.1.5,7.0,46.0,135.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
200,xar,https://github.com/facebookincubator/xar,,executable archive format.,packaging,20,True,facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000000,2022-01-10 23:36:35.000000,2022-01-10 23:36:33.000000,80.0,4.0,45.0,34.0,17.0,21.0,1482.0,2020-12-02 20:41:20.000000,20.12.2,3.0,29.0,8.0,,,xar,17.0,17.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000000,,138.0,138.0,,,,3.0,,,,,,,,,,,,,,,,,,,
201,python-manhole,https://github.com/ionelmc/python-manhole,,Debugging manhole for python applications.,debugging,20,True,ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000000,2021-12-15 14:34:12.182000,2021-09-15 11:45:37.000000,485.0,,17.0,9.0,44.0,15.0,319.0,2021-04-08 20:14:54.000000,1.8.0,23.0,11.0,6.0,,,manhole,121.0,83.0,https://pypi.org/project/manhole,2021-04-08 20:14:54.000000,38.0,20514.0,20514.0,,,,3.0,,,,,,,,,,,,,,,,,,,
202,pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,,It helps to use fixtures in pytest.mark.parametrize.,testing,20,True,tvorog/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000000,2021-11-17 16:12:56.000000,2021-11-17 16:10:48.000000,95.0,1.0,15.0,9.0,20.0,20.0,234.0,2020-02-01 18:04:00.000000,0.6.3,12.0,8.0,15.0,conda-forge/pytest-lazy-fixture,['pytest'],pytest-lazy-fixture,571.0,517.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000000,54.0,233670.0,239087.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2020-02-01 18:49:47.818000,308822.0,3.0,-2.0,,,,,,,,,,,,,,,,,,
203,pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,,pytest plugin for manipulating test data directories and files.,testing,20,False,gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000000,2020-11-22 23:34:25.000000,2019-10-22 13:19:39.000000,71.0,,17.0,4.0,22.0,11.0,152.0,2019-10-22 13:04:22.000000,1.3.1,9.0,7.0,5.0,conda-forge/pytest-datadir,['pytest'],pytest-datadir,547.0,476.0,https://pypi.org/project/pytest-datadir,2019-10-22 13:04:22.000000,71.0,90202.0,91765.0,https://anaconda.org/conda-forge/pytest-datadir,2019-10-23 16:32:51.374000,98497.0,3.0,,,,,,,,,,,,,,,,,,,
204,mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,,Generate a single PDF file from MkDocs repository.,documentation,20,True,orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000000,2022-01-13 02:20:29.000000,2021-10-14 20:29:54.000000,188.0,,22.0,7.0,26.0,37.0,119.0,2021-07-03 02:09:02.000000,0.9.3,28.0,6.0,29.0,,['mkdocs'],mkdocs-with-pdf,87.0,87.0,https://pypi.org/project/mkdocs-with-pdf,2021-07-03 02:04:39.000000,,6932.0,6932.0,,,,3.0,,,,,,,,,,,,,,,,,,,
205,flake8-black,https://github.com/peterjc/flake8-black,,flake8 plugin to run black for checking Python coding style.,linters,20,True,peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000000,2021-12-27 16:27:57.000000,2021-12-27 16:27:57.000000,101.0,4.0,8.0,2.0,23.0,14.0,102.0,2021-07-16 22:59:22.000000,0.2.3,11.0,5.0,7.0,conda-forge/flake8-black,['flake8'],flake8-black,1761.0,1642.0,https://pypi.org/project/flake8-black,2021-07-16 22:59:22.000000,119.0,200927.0,207011.0,https://anaconda.org/conda-forge/flake8-black,2021-07-17 00:37:54.092000,188628.0,3.0,-2.0,,,,,,,,,,,,,,,,,,
206,dodgy,https://github.com/landscapeio/dodgy,,Looks at Python code to search for things which look dodgy such as passwords or diffs.,security,20,True,landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000000,2021-08-29 14:44:21.000000,2021-03-21 11:36:52.000000,70.0,,19.0,4.0,14.0,3.0,97.0,2019-12-31 16:44:58.000000,0.2.1,10.0,14.0,9.0,conda-forge/dodgy,,dodgy,1778.0,1495.0,https://pypi.org/project/dodgy,2019-12-31 16:44:58.000000,283.0,150670.0,151079.0,https://anaconda.org/conda-forge/dodgy,2020-06-10 17:10:06.579000,26632.0,3.0,,,,,,,,,,,,,,,,,,,
207,flake8-builtins,https://github.com/gforcada/flake8-builtins,,Check for python builtins being used as variables or parameters.,linters,20,True,gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000000,2021-09-21 08:08:53.000000,2021-09-20 15:48:57.000000,221.0,,19.0,2.0,38.0,32.0,76.0,2020-05-14 10:45:01.000000,1.5.3,23.0,15.0,2.0,conda-forge/flake8-builtins,['flake8'],flake8-builtins,3436.0,3137.0,https://pypi.org/project/flake8-builtins,2020-05-14 10:45:01.000000,299.0,325072.0,327213.0,https://anaconda.org/conda-forge/flake8-builtins,2020-05-18 15:22:26.836000,132782.0,3.0,,,,,,,,,,,,,,,,,,,
208,fake2db,https://github.com/emirozer/fake2db,,create custom test databases that are populated with fake data.,testing,19,False,emirozer/fake2db,https://github.com/emirozer/fake2db,GPL-2.0,2014-02-18 19:14:28.000000,2021-12-15 15:44:18.935000,2019-11-25 09:19:00.000000,242.0,,117.0,66.0,29.0,15.0,2116.0,2019-03-09 13:53:12.000000,1.0.0,23.0,18.0,7.0,,,fake2db,19.0,18.0,https://pypi.org/project/fake2db,2018-02-09 15:43:23.000000,1.0,321.0,321.0,,,,3.0,,,,,,,,,,,,,,,,,,,
209,heartrate,https://github.com/alexmojaki/heartrate,,Simple real time visualisation of the execution of a Python program.,profiling,19,True,alexmojaki/heartrate,https://github.com/alexmojaki/heartrate,MIT,2019-04-24 17:02:28.000000,2021-11-13 14:58:19.000000,2021-11-13 14:58:04.000000,27.0,2.0,115.0,30.0,4.0,3.0,1363.0,2021-11-13 14:58:19.000000,0.2.2,4.0,3.0,4.0,,,heartrate,36.0,33.0,https://pypi.org/project/heartrate,2021-11-13 14:58:19.000000,3.0,802.0,802.0,,,,3.0,,,,,,,,,,,,,,,,,,,
